field,year,yearly_ch4_emissions_tons,org_number,operator
grane ,2022,36.071693,993246298,equinor energy as
grane ,2023,66.983955,993246298,equinor energy as
norne ,1997,383.058529,893246592,equinor energy as
norne ,1998,826.358898,893246592,equinor energy as
norne ,1999,1042.015537,893246592,equinor energy as
norne ,2000,1306.985347,893246592,equinor energy as
norne ,2001,1438.56997,893246592,equinor energy as
norne ,2002,1369.450943,893246592,equinor energy as
norne ,2003,900.994215,893246592,equinor energy as
norne ,2004,858.949716,893246592,equinor energy as
norne ,2005,583.124788,893246592,equinor energy as
norne ,2006,652.427243,893246592,equinor energy as
norne ,2007,476.236516,893246592,equinor energy as
norne ,2008,338.355252,893246592,equinor energy as
norne ,2009,343.15688,893246592,equinor energy as
statfjord ,2005,900.35615,993246794,equinor energy as
statfjord ,2006,715.486508,993246794,equinor energy as
statfjord ,2007,661.136602,993246794,equinor energy as
statfjord ,2008,569.019741,993246794,equinor energy as
statfjord ,2009,334.751772,993246794,equinor energy as
statfjord ,2010,289.459399,993246794,equinor energy as
statfjord ,2011,348.731752,993246794,equinor energy as
statfjord ,2012,305.167995,993246794,equinor energy as
statfjord ,2013,296.866215,993246794,equinor energy as
statfjord ,2014,481.728863,993246794,equinor energy as
statfjord ,2015,583.314365,993246794,equinor energy as
statfjord ,2016,924.705977,993246794,equinor energy as
statfjord ,2017,969.288935,993246794,equinor energy as
statfjord ,2018,980.278271,993246794,equinor energy as
statfjord ,2019,659.827984,993246794,equinor energy as
statfjord ,2020,584.519549,993246794,equinor energy as
statfjord ,2021,661.739929,993246794,equinor energy as
statfjord ,2022,495.923681,993246794,equinor energy as
statfjord ,2023,370.186694,993246794,equinor energy as
snorre ,1997,159.530559,993246751,equinor energy as
snorre ,1998,195.667601,993246751,equinor energy as
snorre ,1999,201.180616,993246751,equinor energy as
snorre ,2000,184.426267,993246751,equinor energy as
snorre ,2001,127.225897,993246751,equinor energy as
snorre ,2002,188.788881,993246751,equinor energy as
snorre ,2003,226.687291,993246751,equinor energy as
snorre ,2004,201.774545,993246751,equinor energy as
snorre ,2005,184.384679,993246751,equinor energy as
snorre ,2006,207.439351,993246751,equinor energy as
snorre ,2007,192.246311,993246751,equinor energy as
snorre ,2008,205.915881,993246751,equinor energy as
snorre ,2009,181.938131,993246751,equinor energy as
snorre ,2010,163.693867,993246751,equinor energy as
snorre ,2011,168.354383,993246751,equinor energy as
snorre ,2012,220.706396,993246751,equinor energy as
snorre ,2013,252.867441,993246751,equinor energy as
snorre ,2014,770.718401,993246751,equinor energy as
snorre ,2015,782.375673,993246751,equinor energy as
snorre ,2016,911.450381,993246751,equinor energy as
snorre ,2017,856.11542,993246751,equinor energy as
snorre ,2018,919.312162,993246751,equinor energy as
snorre ,2019,811.643021,993246751,equinor energy as
snorre ,2020,718.046749,993246751,equinor energy as
snorre ,2021,289.592124,993246751,equinor energy as
snorre ,2022,199.52932,993246751,equinor energy as
snorre ,2023,187.933919,993246751,equinor energy as
oseberg ,1997,933.013065,993246603,equinor energy as
oseberg ,1998,3604.1839,993246603,equinor energy as
oseberg ,1999,463.927269,993246603,equinor energy as
oseberg ,2000,3283.236046,993246603,equinor energy as
oseberg ,2001,3204.192712,993246603,equinor energy as
oseberg ,2002,3526.955193,993246603,equinor energy as
oseberg ,2003,1541.025338,993246603,equinor energy as
oseberg ,2004,1698.8269,993246603,equinor energy as
oseberg ,2005,1702.0393,993246603,equinor energy as
oseberg ,2006,1679.77262,993246603,equinor energy as
oseberg ,2007,1676.34983,993246603,equinor energy as
oseberg ,2008,4085.800669,993246603,equinor energy as
norne ,2010,326.773216,893246592,equinor energy as
norne ,2011,226.283499,893246592,equinor energy as
norne ,2012,292.427861,893246592,equinor energy as
norne ,2013,260.418447,893246592,equinor energy as
norne ,2014,461.265965,893246592,equinor energy as
norne ,2015,457.836116,893246592,equinor energy as
norne ,2016,335.757261,893246592,equinor energy as
norne ,2017,350.869681,893246592,equinor energy as
norne ,2018,308.71976,893246592,equinor energy as
norne ,2019,280.408929,893246592,equinor energy as
norne ,2020,323.668333,893246592,equinor energy as
norne ,2021,343.430301,893246592,equinor energy as
norne ,2022,290.855601,893246592,equinor energy as
norne ,2023,238.555984,893246592,equinor energy as
veslefrikk ,1997,64.319881,993246905,equinor energy as
veslefrikk ,1998,77.219294,993246905,equinor energy as
veslefrikk ,1999,49.950409,993246905,equinor energy as
veslefrikk ,2000,66.817632,993246905,equinor energy as
veslefrikk ,2001,62.710754,993246905,equinor energy as
veslefrikk ,2002,280.465923,993246905,equinor energy as
veslefrikk ,2003,306.675996,993246905,equinor energy as
veslefrikk ,2004,276.806693,993246905,equinor energy as
veslefrikk ,2005,254.606658,993246905,equinor energy as
veslefrikk ,2006,236.737787,993246905,equinor energy as
veslefrikk ,2007,113.783371,993246905,equinor energy as
veslefrikk ,2008,94.152715,993246905,equinor energy as
veslefrikk ,2009,71.720551,993246905,equinor energy as
veslefrikk ,2010,98.034547,993246905,equinor energy as
veslefrikk ,2011,139.27512,993246905,equinor energy as
veslefrikk ,2012,152.303276,993246905,equinor energy as
veslefrikk ,2013,155.737802,993246905,equinor energy as
veslefrikk ,2014,144.509097,993246905,equinor energy as
veslefrikk ,2015,125.364567,993246905,equinor energy as
veslefrikk ,2016,70.586495,993246905,equinor energy as
veslefrikk ,2017,54.669705,993246905,equinor energy as
veslefrikk ,2018,39.596873,993246905,equinor energy as
veslefrikk ,2019,45.878776,993246905,equinor energy as
veslefrikk ,2020,49.118202,993246905,equinor energy as
veslefrikk ,2021,33.93899,993246905,equinor energy as
veslefrikk ,2022,2.510316,993246905,equinor energy as
volve ,2007,0.0,993246875,equinor energy as
volve ,2008,221.32358,993246875,equinor energy as
volve ,2009,85.820578,993246875,equinor energy as
volve ,2010,63.131648,993246875,equinor energy as
volve ,2011,51.469784,993246875,equinor energy as
volve ,2012,43.043035,993246875,equinor energy as
skarv ,2020,290.241651,912728544,aker bp asa
skarv ,2021,359.944304,912728544,aker bp asa
skarv ,2022,306.754191,912728544,aker bp asa
skarv ,2023,121.393375,912728544,aker bp asa
vale ,2001,0.0,912732673,sval energi as
vale ,2005,0.0,912732673,sval energi as
vale ,2023,0.0,912732673,sval energi as
vigdis ,1997,0.0,993246751,equinor energy as
vigdis ,1998,0.0,993246751,equinor energy as
vigdis ,1999,0.0,993246751,equinor energy as
vigdis ,2002,0.012943,993246751,equinor energy as
vigdis ,2003,0.0,993246751,equinor energy as
vigdis ,2004,0.0,993246751,equinor energy as
vigdis ,2005,0.0,993246751,equinor energy as
vigdis ,2006,0.0,993246751,equinor energy as
vigdis ,2007,0.0,993246751,equinor energy as
vigdis ,2008,0.0,993246751,equinor energy as
vigdis ,2009,0.0,993246751,equinor energy as
vigdis ,2010,0.0,993246751,equinor energy as
vigdis ,2011,0.0,993246751,equinor energy as
vigdis ,2012,0.0,993246751,equinor energy as
vigdis ,2013,0.5,993246751,equinor energy as
vigdis ,2014,0.5,993246751,equinor energy as
vigdis ,2015,0.5,993246751,equinor energy as
vigdis ,2016,0.5,993246751,equinor energy as
vigdis ,2017,0.2525,993246751,equinor energy as
vigdis ,2018,0.0,993246751,equinor energy as
vigdis ,2019,0.0,993246751,equinor energy as
vigdis ,2020,0.75,993246751,equinor energy as
vigdis ,2021,0.0,993246751,equinor energy as
vigdis ,2022,0.0,993246751,equinor energy as
vigdis ,2023,0.25,993246751,equinor energy as
hod ,2003,7.15,974313316,aker bp asa
hod ,2004,0.0,974313316,aker bp asa
hod ,2005,0.0,974313316,aker bp asa
hod ,2006,0.0,974313316,aker bp asa
hod ,2007,0.0,974313316,aker bp asa
hod ,2008,0.0,974313316,aker bp asa
hod ,2009,0.0,974313316,aker bp asa
hod ,2010,0.0,974313316,aker bp asa
hod ,2011,0.0,974313316,aker bp asa
hod ,2012,0.0,974313316,aker bp asa
hod ,2013,0.0,974313316,aker bp asa
hod ,2014,0.0,974313316,aker bp asa
hod ,2015,0.0,974313316,aker bp asa
hod ,2016,0.0,974313316,aker bp asa
hod ,2017,0.0,974313316,aker bp asa
hod ,2018,0.0,974313316,aker bp asa
hod ,2019,0.0,974313316,aker bp asa
hod ,2020,0.0,974313316,aker bp asa
hod ,2021,0.0,974313316,aker bp asa
hod ,2022,0.0,974313316,aker bp asa
hod ,2023,0.0,974313316,aker bp asa
statfjord nord ,2003,0.0,993246794,equinor energy as
statfjord nord ,2009,0.0,993246794,equinor energy as
statfjord nord ,2010,0.0,993246794,equinor energy as
statfjord nord ,2012,0.0,993246794,equinor energy as
statfjord nord ,2014,0.0,993246794,equinor energy as
statfjord nord ,2015,0.0,993246794,equinor energy as
statfjord nord ,2016,0.0,993246794,equinor energy as
statfjord nord ,2017,0.0,993246794,equinor energy as
statfjord nord ,2018,0.0,993246794,equinor energy as
statfjord nord ,2019,0.0,993246794,equinor energy as
statfjord nord ,2021,0.0,993246794,equinor energy as
statfjord nord ,2022,0.2525,993246794,equinor energy as
statfjord nord ,2023,0.0,993246794,equinor energy as
statfjord øst ,2006,0.0,993246794,equinor energy as
statfjord øst ,2007,0.0,993246794,equinor energy as
statfjord øst ,2008,0.0,993246794,equinor energy as
statfjord øst ,2009,0.0,993246794,equinor energy as
statfjord øst ,2010,0.0,993246794,equinor energy as
statfjord øst ,2011,0.0,993246794,equinor energy as
statfjord øst ,2012,0.0,993246794,equinor energy as
statfjord øst ,2013,0.0,993246794,equinor energy as
statfjord øst ,2014,0.0,993246794,equinor energy as
statfjord øst ,2015,0.0,993246794,equinor energy as
statfjord øst ,2022,0.0,993246794,equinor energy as
statfjord øst ,2023,0.0,993246794,equinor energy as
sygna ,2003,0.0,993246794,equinor energy as
sygna ,2006,0.0,993246794,equinor energy as
sygna ,2009,0.0,993246794,equinor energy as
sygna ,2010,0.0,993246794,equinor energy as
sygna ,2015,0.0,993246794,equinor energy as
sygna ,2016,0.0,993246794,equinor energy as
sygna ,2017,0.0,993246794,equinor energy as
sygna ,2018,0.0,993246794,equinor energy as
sygna ,2022,0.0,993246794,equinor energy as
sygna ,2023,0.0,993246794,equinor energy as
oseberg sør ,1999,0.0,993246603,equinor energy as
oseberg sør ,2000,45.915011,993246603,equinor energy as
oseberg sør ,2001,201.406324,993246603,equinor energy as
oseberg sør ,2002,108.516047,993246603,equinor energy as
oseberg sør ,2003,165.63041,993246603,equinor energy as
oseberg sør ,2004,152.62441,993246603,equinor energy as
oseberg sør ,2005,144.27783,993246603,equinor energy as
oseberg sør ,2006,141.05285,993246603,equinor energy as
oseberg sør ,2007,114.75208,993246603,equinor energy as
oseberg sør ,2008,264.835506,993246603,equinor energy as
oseberg sør ,2009,102.485675,993246603,equinor energy as
oseberg sør ,2010,112.219879,993246603,equinor energy as
oseberg sør ,2011,157.197157,993246603,equinor energy as
oseberg sør ,2012,142.902173,993246603,equinor energy as
oseberg sør ,2013,199.051606,993246603,equinor energy as
oseberg sør ,2014,189.998808,993246603,equinor energy as
oseberg sør ,2015,194.38482,993246603,equinor energy as
oseberg sør ,2016,91.4881,993246603,equinor energy as
oseberg sør ,2017,77.086001,993246603,equinor energy as
oseberg sør ,2018,66.025564,993246603,equinor energy as
oseberg sør ,2019,73.724055,993246603,equinor energy as
oseberg sør ,2020,72.318832,993246603,equinor energy as
oseberg sør ,2021,75.527064,993246603,equinor energy as
oseberg sør ,2022,39.235736,993246603,equinor energy as
oseberg sør ,2023,31.405414,993246603,equinor energy as
oseberg øst ,1999,40.32103,993246603,equinor energy as
oseberg øst ,2000,44.062155,993246603,equinor energy as
oseberg øst ,2001,51.026119,993246603,equinor energy as
oseberg øst ,2002,50.706779,993246603,equinor energy as
oseberg øst ,2003,53.78384,993246603,equinor energy as
oseberg øst ,2004,50.33982,993246603,equinor energy as
oseberg øst ,2005,47.67444,993246603,equinor energy as
oseberg øst ,2006,48.13882,993246603,equinor energy as
oseberg øst ,2007,38.10409,993246603,equinor energy as
oseberg øst ,2008,54.395431,993246603,equinor energy as
oseberg ,2009,3768.694872,993246603,equinor energy as
oseberg ,2010,3258.691805,993246603,equinor energy as
oseberg ,2011,3555.49876,993246603,equinor energy as
oseberg ,2012,3887.663693,993246603,equinor energy as
oseberg ,2013,3852.168207,993246603,equinor energy as
oseberg ,2014,4027.524175,993246603,equinor energy as
oseberg ,2015,4157.432623,993246603,equinor energy as
oseberg ,2016,400.604128,993246603,equinor energy as
oseberg ,2017,436.01435,993246603,equinor energy as
oseberg ,2018,382.276619,993246603,equinor energy as
oseberg ,2019,400.606886,993246603,equinor energy as
oseberg ,2020,359.436723,993246603,equinor energy as
oseberg ,2021,409.859542,993246603,equinor energy as
oseberg ,2022,336.57072,993246603,equinor energy as
oseberg ,2023,342.847452,993246603,equinor energy as
jotun ,1998,0.0,993256978,vår energi asa
jotun ,1999,297.440153,993256978,vår energi asa
jotun ,2000,2447.07714,993256978,vår energi asa
jotun ,2001,1877.188757,993256978,vår energi asa
jotun ,2002,916.708207,993256978,vår energi asa
jotun ,2003,186.82078,993256978,vår energi asa
jotun ,2004,157.807377,993256978,vår energi asa
jotun ,2005,124.740477,993256978,vår energi asa
jotun ,2006,76.335432,993256978,vår energi asa
jotun ,2007,199.791454,993256978,vår energi asa
jotun ,2008,82.305325,993256978,vår energi asa
jotun ,2009,71.652727,993256978,vår energi asa
jotun ,2010,61.132893,993256978,vår energi asa
jotun ,2011,58.423874,993256978,vår energi asa
jotun ,2012,55.237542,993256978,vår energi asa
jotun ,2013,121.799865,993256978,vår energi asa
jotun ,2014,155.001645,993256978,vår energi asa
jotun ,2015,122.350541,993256978,vår energi asa
jotun ,2016,118.090101,993256978,vår energi asa
jotun ,2017,133.428204,993256978,vår energi asa
jotun ,2018,91.22822,993256978,vår energi asa
jotun ,2019,98.545319,993256978,vår energi asa
jotun ,2020,83.884367,993256978,vår energi asa
heimdal ,1997,1123.722979,993246492,equinor energy as
heimdal ,1998,564.36198,993246492,equinor energy as
heimdal ,1999,265.536353,993246492,equinor energy as
heimdal ,2000,0.108062,993246492,equinor energy as
heimdal ,2001,124.15955,993246492,equinor energy as
heimdal ,2002,1486.716503,993246492,equinor energy as
heimdal ,2003,1456.958553,993246492,equinor energy as
heimdal ,2004,1790.21396,993246492,equinor energy as
heimdal ,2005,1492.08674,993246492,equinor energy as
heimdal ,2006,1275.07555,993246492,equinor energy as
heimdal ,2007,932.25331,993246492,equinor energy as
heimdal ,2008,947.483351,993246492,equinor energy as
heimdal ,2009,924.326408,993246492,equinor energy as
heimdal ,2010,733.692816,993246492,equinor energy as
heimdal ,2011,562.607069,993246492,equinor energy as
heimdal ,2012,463.0204,993246492,equinor energy as
heimdal ,2013,476.612612,993246492,equinor energy as
heimdal ,2014,466.446481,993246492,equinor energy as
heimdal ,2015,931.939567,993246492,equinor energy as
heimdal ,2016,792.221679,993246492,equinor energy as
heimdal ,2017,129.84251,993246492,equinor energy as
heimdal ,2018,119.565697,993246492,equinor energy as
heimdal ,2019,124.849267,993246492,equinor energy as
heimdal ,2020,128.487775,993246492,equinor energy as
heimdal ,2021,117.066587,993246492,equinor energy as
heimdal ,2022,93.379097,993246492,equinor energy as
heimdal ,2023,70.328551,993246492,equinor energy as
skirne ,2003,0.0,912726614,totalenergies ep norge as
skirne ,2023,0.0,912726614,totalenergies ep norge as
vilje ,2006,0.0,912726444,aker bp asa
vilje ,2007,0.0,912726444,aker bp asa
vilje ,2013,0.0,912726444,aker bp asa
vilje ,2014,0.0,912726444,aker bp asa
alve ,2008,0.0,893246592,equinor energy as
alve ,2009,0.0,893246592,equinor energy as
alve ,2010,0.0,893246592,equinor energy as
alve ,2011,0.0,893246592,equinor energy as
alve ,2016,0.25,893246592,equinor energy as
alve ,2022,0.0,893246592,equinor energy as
rev ,2012,0.084415,812729322,repsol norge as
vega ,2009,0.0,985234930,wintershall dea norge as
vega ,2011,1.25232,985234930,wintershall dea norge as
vega ,2014,0.6664,985234930,wintershall dea norge as
vega ,2016,0.0,985234930,wintershall dea norge as
oselvar ,2012,0.523628,912727580,dno norge as
oselvar ,2021,0.78376,912727580,dno norge as
goliat ,2012,0.297619,812726242,vår energi asa
goliat ,2013,0.0,812726242,vår energi asa
goliat ,2014,0.0,812726242,vår energi asa
goliat ,2015,0.0,812726242,vår energi asa
goliat ,2016,118.539099,812726242,vår energi asa
goliat ,2017,143.3393,812726242,vår energi asa
goliat ,2018,221.369735,812726242,vår energi asa
goliat ,2019,126.376922,812726242,vår energi asa
goliat ,2020,132.637484,812726242,vår energi asa
goliat ,2021,130.120724,812726242,vår energi asa
goliat ,2022,354.097392,812726242,vår energi asa
goliat ,2023,42.932918,812726242,vår energi asa
yme ,1997,126.134389,920149790,repsol norge as
yme ,1998,111.6914,920149790,repsol norge as
yme ,1999,93.159556,920149790,repsol norge as
yme ,2000,85.343232,920149790,repsol norge as
yme ,2001,29.340821,920149790,repsol norge as
yme ,2009,0.0,920149790,repsol norge as
yme ,2010,0.0,920149790,repsol norge as
yme ,2011,0.0,920149790,repsol norge as
yme ,2012,0.0,920149790,repsol norge as
yme ,2014,0.0,920149790,repsol norge as
yme ,2015,0.0,920149790,repsol norge as
yme ,2018,0.0,920149790,repsol norge as
yme ,2019,0.0,920149790,repsol norge as
yme ,2020,0.0,920149790,repsol norge as
yme ,2021,1.941628,920149790,repsol norge as
yme ,2022,113.325829,920149790,repsol norge as
yme ,2023,70.337409,920149790,repsol norge as
morvin ,2009,0.0,997004825,equinor energy as
morvin ,2010,0.0,997004825,equinor energy as
morvin ,2011,0.0,997004825,equinor energy as
morvin ,2012,0.0,997004825,equinor energy as
morvin ,2013,0.0,997004825,equinor energy as
morvin ,2017,0.0,997004825,equinor energy as
morvin ,2018,0.0,997004825,equinor energy as
draupner ,1998,116.289996,993257621,gassco as
draupner ,1999,97.13248,993257621,gassco as
draupner ,2000,19.379995,993257621,gassco as
draupner ,2001,76.525457,993257621,gassco as
draupner ,2002,137.500018,993257621,gassco as
draupner ,2003,68.35,993257621,gassco as
draupner ,2004,30.74,993257621,gassco as
draupner ,2005,5.34,993257621,gassco as
draupner ,2006,5.33,993257621,gassco as
draupner ,2007,48.5,993257621,gassco as
draupner ,2008,143.5,993257621,gassco as
draupner ,2009,32.32,993257621,gassco as
troll ,1997,1722.809231,912732401,equinor energy as
troll ,1998,1350.963087,912732401,equinor energy as
volve ,2013,46.231476,993246875,equinor energy as
volve ,2014,110.917746,993246875,equinor energy as
volve ,2015,58.576378,993246875,equinor energy as
volve ,2016,49.520213,993246875,equinor energy as
gullfaks ,1997,11007.014045,993246328,equinor energy as
gullfaks ,1998,8842.068197,993246328,equinor energy as
gullfaks ,1999,9187.221756,993246328,equinor energy as
gullfaks ,2000,8525.717467,993246328,equinor energy as
gullfaks ,2001,11427.196781,993246328,equinor energy as
gullfaks ,2002,10418.054541,993246328,equinor energy as
gullfaks ,2003,9121.761831,993246328,equinor energy as
gullfaks ,2004,9359.365553,993246328,equinor energy as
gullfaks ,2005,7933.032181,993246328,equinor energy as
gullfaks ,2006,6092.406022,993246328,equinor energy as
gullfaks ,2007,5800.037281,993246328,equinor energy as
gullfaks ,2008,4795.112573,993246328,equinor energy as
gullfaks ,2009,3176.36093,993246328,equinor energy as
gullfaks ,2010,2994.350818,993246328,equinor energy as
gullfaks ,2011,1598.204553,993246328,equinor energy as
gullfaks ,2012,2007.151275,993246328,equinor energy as
gullfaks ,2013,1456.343867,993246328,equinor energy as
gullfaks ,2014,1140.5307,993246328,equinor energy as
gullfaks ,2015,1439.311705,993246328,equinor energy as
gullfaks ,2016,1138.753237,993246328,equinor energy as
gullfaks ,2017,1069.597031,993246328,equinor energy as
gullfaks ,2018,1150.667142,993246328,equinor energy as
gullfaks ,2019,1402.918963,993246328,equinor energy as
gullfaks ,2020,1206.426749,993246328,equinor energy as
gullfaks ,2021,1292.837658,993246328,equinor energy as
gullfaks ,2022,1213.074753,993246328,equinor energy as
gullfaks ,2023,818.937237,993246328,equinor energy as
fram ,2002,0.0,973861778,equinor energy as
fram ,2003,0.0,973861778,equinor energy as
fram ,2006,0.0,973861778,equinor energy as
fram ,2007,0.0,973861778,equinor energy as
fram ,2008,0.0,973861778,equinor energy as
fram ,2010,0.0,973861778,equinor energy as
fram ,2012,0.0,973861778,equinor energy as
fram ,2013,0.0,973861778,equinor energy as
fram ,2014,0.0,973861778,equinor energy as
fram ,2015,0.0,973861778,equinor energy as
fram ,2016,0.25,973861778,equinor energy as
fram ,2018,0.0,973861778,equinor energy as
fram ,2019,1.5,973861778,equinor energy as
fram ,2020,0.0,973861778,equinor energy as
fram ,2021,0.0,973861778,equinor energy as
fram ,2023,0.25,973861778,equinor energy as
brage ,1997,159.684525,993245437,okea asa
brage ,1998,277.436397,993245437,okea asa
brage ,1999,58.474049,993245437,okea asa
brage ,2000,121.47115,993245437,okea asa
brage ,2001,154.021968,993245437,okea asa
brage ,2002,130.998582,993245437,okea asa
brage ,2003,120.52097,993245437,okea asa
brage ,2004,122.1878,993245437,okea asa
brage ,2005,128.1623,993245437,okea asa
brage ,2006,136.73779,993245437,okea asa
brage ,2007,145.01622,993245437,okea asa
brage ,2008,176.891251,993245437,okea asa
brage ,2009,176.378767,993245437,okea asa
brage ,2010,198.975684,993245437,okea asa
brage ,2011,346.926586,993245437,okea asa
brage ,2012,294.484944,993245437,okea asa
brage ,2013,123.97589,993245437,okea asa
brage ,2014,149.498291,993245437,okea asa
brage ,2015,178.331783,993245437,okea asa
brage ,2016,164.362581,993245437,okea asa
brage ,2017,385.290188,993245437,okea asa
brage ,2018,337.165114,993245437,okea asa
brage ,2019,369.99629,993245437,okea asa
brage ,2020,329.695197,993245437,okea asa
troll ,1999,183.454969,912732401,equinor energy as
troll ,2000,537.726872,912732401,equinor energy as
