field,year,yearly_ch4_emissions_tons,org_number,operator
alvheim ,2014,2870.446668,912726444,aker bp asa
alvheim ,2015,1730.91074,912726444,aker bp asa
alvheim ,2016,2021.715751,912726444,aker bp asa
alvheim ,2017,1037.436847,912726444,aker bp asa
alvheim ,2018,453.934645,912726444,aker bp asa
alvheim ,2019,554.229055,912726444,aker bp asa
alvheim ,2020,395.37312,912726444,aker bp asa
alvheim ,2021,466.593088,912726444,aker bp asa
alvheim ,2022,470.896913,912726444,aker bp asa
alvheim ,2023,423.449338,912726444,aker bp asa
varg ,1998,0.32651,893258272,repsol norge as
varg ,1999,276.811254,893258272,repsol norge as
varg ,2000,271.883146,893258272,repsol norge as
varg ,2001,182.845769,893258272,repsol norge as
varg ,2002,128.653038,893258272,repsol norge as
varg ,2003,144.8754,893258272,repsol norge as
ula ,2001,450.613581,993302392,aker bp asa
ula ,2002,87.823804,993302392,aker bp asa
ula ,2003,489.536158,993302392,aker bp asa
ula ,2004,478.137029,993302392,aker bp asa
ula ,2005,490.25661,993302392,aker bp asa
ula ,2006,80.806979,993302392,aker bp asa
ula ,2007,468.349674,993302392,aker bp asa
ula ,2008,449.760376,993302392,aker bp asa
ula ,2009,475.685,993302392,aker bp asa
ula ,2010,94.85,993302392,aker bp asa
ula ,2011,92.068,993302392,aker bp asa
ula ,2012,69.762454,993302392,aker bp asa
ula ,2013,73.555788,993302392,aker bp asa
ula ,2014,102.295123,993302392,aker bp asa
ula ,2015,88.788934,993302392,aker bp asa
ula ,2016,90.656513,993302392,aker bp asa
ula ,2017,155.019109,993302392,aker bp asa
ula ,2018,173.740611,993302392,aker bp asa
ula ,2019,190.465658,993302392,aker bp asa
ula ,2020,195.645119,993302392,aker bp asa
ula ,2021,217.988559,993302392,aker bp asa
ula ,2022,169.3642,993302392,aker bp asa
ula ,2023,191.336008,993302392,aker bp asa
ekofisk ,1997,1030.432207,872450912,conocophillips skandinavia as
ekofisk ,1998,2213.82237,872450912,conocophillips skandinavia as
ekofisk ,1999,4120.225283,872450912,conocophillips skandinavia as
ekofisk ,2000,4133.708271,872450912,conocophillips skandinavia as
ekofisk ,2001,4129.080743,872450912,conocophillips skandinavia as
ekofisk ,2002,1365.572901,872450912,conocophillips skandinavia as
ekofisk ,2003,1709.700985,872450912,conocophillips skandinavia as
ekofisk ,2004,1680.223833,872450912,conocophillips skandinavia as
ekofisk ,2005,1662.974082,872450912,conocophillips skandinavia as
ekofisk ,2006,1841.26199,872450912,conocophillips skandinavia as
ekofisk ,2007,1427.63927,872450912,conocophillips skandinavia as
ekofisk ,2008,1459.06414,872450912,conocophillips skandinavia as
ekofisk ,2009,1085.67386,872450912,conocophillips skandinavia as
ekofisk ,2010,1244.25503,872450912,conocophillips skandinavia as
ekofisk ,2011,1122.68826,872450912,conocophillips skandinavia as
ekofisk ,2012,995.118837,872450912,conocophillips skandinavia as
ekofisk ,2013,830.589456,872450912,conocophillips skandinavia as
ekofisk ,2014,891.142929,872450912,conocophillips skandinavia as
ekofisk ,2015,1009.953688,872450912,conocophillips skandinavia as
ekofisk ,2016,932.025243,872450912,conocophillips skandinavia as
ekofisk ,2017,950.160463,872450912,conocophillips skandinavia as
ekofisk ,2018,1063.422922,872450912,conocophillips skandinavia as
ekofisk ,2019,1254.965807,872450912,conocophillips skandinavia as
ekofisk ,2020,887.026742,872450912,conocophillips skandinavia as
ekofisk ,2021,1004.02021,872450912,conocophillips skandinavia as
ekofisk ,2022,776.71344,872450912,conocophillips skandinavia as
ekofisk ,2023,626.54092,872450912,conocophillips skandinavia as
skarv ,2010,0.0,912728544,aker bp asa
skarv ,2011,2.0,912728544,aker bp asa
skarv ,2012,3.290768,912728544,aker bp asa
skarv ,2013,472.469411,912728544,aker bp asa
skarv ,2014,2537.79606,912728544,aker bp asa
skarv ,2015,661.817309,912728544,aker bp asa
skarv ,2016,647.649178,912728544,aker bp asa
skarv ,2017,242.086558,912728544,aker bp asa
skarv ,2018,269.114243,912728544,aker bp asa
skarv ,2019,258.766744,912728544,aker bp asa
eldfisk ,2021,263.055624,872450912,conocophillips skandinavia as
eldfisk ,2022,170.511602,872450912,conocophillips skandinavia as
eldfisk ,2023,101.339698,872450912,conocophillips skandinavia as
embla ,1998,0.0,872450912,conocophillips skandinavia as
embla ,1999,23.38096,872450912,conocophillips skandinavia as
embla ,2000,0.0,872450912,conocophillips skandinavia as
embla ,2001,0.189999,872450912,conocophillips skandinavia as
embla ,2002,0.0,872450912,conocophillips skandinavia as
embla ,2003,0.06801,872450912,conocophillips skandinavia as
embla ,2004,0.26486,872450912,conocophillips skandinavia as
embla ,2005,0.19251,872450912,conocophillips skandinavia as
embla ,2006,0.13529,872450912,conocophillips skandinavia as
embla ,2007,0.11473,872450912,conocophillips skandinavia as
embla ,2008,0.12143,872450912,conocophillips skandinavia as
embla ,2009,0.13822,872450912,conocophillips skandinavia as
embla ,2010,0.12901,872450912,conocophillips skandinavia as
embla ,2011,0.13694,872450912,conocophillips skandinavia as
embla ,2012,0.136842,872450912,conocophillips skandinavia as
embla ,2013,0.11823,872450912,conocophillips skandinavia as
embla ,2014,0.041268,872450912,conocophillips skandinavia as
embla ,2015,7.94182,872450912,conocophillips skandinavia as
embla ,2016,8.801008,872450912,conocophillips skandinavia as
embla ,2017,93.046325,872450912,conocophillips skandinavia as
embla ,2018,93.096856,872450912,conocophillips skandinavia as
embla ,2019,76.139083,872450912,conocophillips skandinavia as
embla ,2020,7.462489,872450912,conocophillips skandinavia as
embla ,2021,7.442131,872450912,conocophillips skandinavia as
embla ,2022,7.533359,872450912,conocophillips skandinavia as
embla ,2023,6.821782,872450912,conocophillips skandinavia as
tor ,1997,8.264966,872450912,conocophillips skandinavia as
tor ,1998,18.950333,872450912,conocophillips skandinavia as
tor ,1999,9.542057,872450912,conocophillips skandinavia as
tor ,2000,10.68689,872450912,conocophillips skandinavia as
tor ,2001,18.669448,872450912,conocophillips skandinavia as
tor ,2002,16.169354,872450912,conocophillips skandinavia as
tor ,2003,8.726784,872450912,conocophillips skandinavia as
tor ,2004,9.000533,872450912,conocophillips skandinavia as
tor ,2005,7.87894,872450912,conocophillips skandinavia as
tor ,2006,9.53911,872450912,conocophillips skandinavia as
tor ,2007,13.831449,872450912,conocophillips skandinavia as
tor ,2008,11.646806,872450912,conocophillips skandinavia as
tor ,2009,9.67467,872450912,conocophillips skandinavia as
tor ,2010,7.76571,872450912,conocophillips skandinavia as
tor ,2011,8.32912,872450912,conocophillips skandinavia as
tor ,2012,8.294713,872450912,conocophillips skandinavia as
tor ,2013,7.488114,872450912,conocophillips skandinavia as
tor ,2014,8.434785,872450912,conocophillips skandinavia as
tor ,2015,8.885898,872450912,conocophillips skandinavia as
tor ,2016,0.0,872450912,conocophillips skandinavia as
tor ,2017,0.0,872450912,conocophillips skandinavia as
tor ,2018,0.0,872450912,conocophillips skandinavia as
tor ,2019,0.0,872450912,conocophillips skandinavia as
tor ,2020,1.7675,872450912,conocophillips skandinavia as
tor ,2021,0.505,872450912,conocophillips skandinavia as
tor ,2022,0.0,872450912,conocophillips skandinavia as
tor ,2023,0.0,872450912,conocophillips skandinavia as
sleipner øst ,2003,393.072025,993246646,equinor energy as
sleipner øst ,2004,372.508914,993246646,equinor energy as
sleipner øst ,2005,385.372471,993246646,equinor energy as
sleipner øst ,2006,362.457648,993246646,equinor energy as
sleipner øst ,2007,374.759868,993246646,equinor energy as
sleipner øst ,2008,381.253991,993246646,equinor energy as
sleipner øst ,2009,319.693851,993246646,equinor energy as
sleipner øst ,2010,244.686489,993246646,equinor energy as
sleipner øst ,2011,254.948691,993246646,equinor energy as
sleipner øst ,2012,213.230685,993246646,equinor energy as
sleipner øst ,2013,191.497434,993246646,equinor energy as
sleipner øst ,2014,209.616735,993246646,equinor energy as
sleipner øst ,2015,262.961979,993246646,equinor energy as
sleipner øst ,2016,170.16837,993246646,equinor energy as
sleipner øst ,2017,192.130449,993246646,equinor energy as
sleipner øst ,2018,209.300825,993246646,equinor energy as
sleipner øst ,2019,244.697907,993246646,equinor energy as
sleipner øst ,2020,232.615888,993246646,equinor energy as
sleipner øst ,2021,207.812139,993246646,equinor energy as
sleipner øst ,2022,67.395987,993246646,equinor energy as
sleipner øst ,2023,75.722882,993246646,equinor energy as
sigyn ,2002,0.866332,812723502,equinor energy as
sigyn ,2003,0.0,812723502,equinor energy as
sigyn ,2016,0.0,812723502,equinor energy as
sigyn ,2020,0.0,812723502,equinor energy as
sigyn ,2021,0.2525,812723502,equinor energy as
sigyn ,2022,0.0,812723502,equinor energy as
sigyn ,2023,0.0,812723502,equinor energy as
snøhvit ,2004,0.0,912732207,equinor energy as
snøhvit ,2005,0.0,912732207,equinor energy as
snøhvit ,2006,3.246498,912732207,equinor energy as
snøhvit ,2011,0.0,912732207,equinor energy as
snøhvit ,2013,0.0,912732207,equinor energy as
snøhvit ,2016,0.25,912732207,equinor energy as
snøhvit ,2017,0.2525,912732207,equinor energy as
snøhvit ,2018,0.2525,912732207,equinor energy as
snøhvit ,2019,0.0,912732207,equinor energy as
snøhvit ,2020,0.75,912732207,equinor energy as
snøhvit ,2022,0.0,912732207,equinor energy as
snøhvit ,2023,11.775,912732207,equinor energy as
gudrun ,2012,0.0,912732711,equinor energy as
gudrun ,2013,0.0,912732711,equinor energy as
gudrun ,2014,1169.696719,912732711,equinor energy as
gudrun ,2015,875.289843,912732711,equinor energy as
gudrun ,2016,426.905058,912732711,equinor energy as
gudrun ,2017,391.471244,912732711,equinor energy as
gudrun ,2018,395.577524,912732711,equinor energy as
gudrun ,2019,416.147143,912732711,equinor energy as
gudrun ,2020,414.279252,912732711,equinor energy as
gudrun ,2021,286.597977,912732711,equinor energy as
gudrun ,2022,546.012302,912732711,equinor energy as
gudrun ,2023,502.685028,912732711,equinor energy as
brynhild ,2014,0.005923,912729761,aker bp asa
brynhild ,2015,0.000724,912729761,aker bp asa
brynhild ,2017,0.0,912729761,aker bp asa
brynhild ,2018,0.0,912729761,aker bp asa
brynhild ,2020,1.01,912729761,aker bp asa
jette ,2012,0.0,988303380,aker bp asa
jette ,2019,0.0,988303380,aker bp asa
valemon ,2012,0.0,912732630,equinor energy as
valemon ,2013,0.25,912732630,equinor energy as
valemon ,2014,0.75,912732630,equinor energy as
valemon ,2015,63.993153,912732630,equinor energy as
valemon ,2016,10.019339,912732630,equinor energy as
valemon ,2017,48.496238,912732630,equinor energy as
valemon ,2018,67.060555,912732630,equinor energy as
valemon ,2019,25.320046,912732630,equinor energy as
valemon ,2020,6.601911,912732630,equinor energy as
valemon ,2021,13.100145,912732630,equinor energy as
valemon ,2022,2.70397,912732630,equinor energy as
valemon ,2023,15.737721,912732630,equinor energy as
atla ,2012,0.383454,912726703,totalenergies ep norge as
atla ,2023,0.0,912726703,totalenergies ep norge as
skuld ,2012,0.0,893246592,equinor energy as
skuld ,2013,0.75,893246592,equinor energy as
skuld ,2014,0.75,893246592,equinor energy as
skuld ,2015,0.0,893246592,equinor energy as
skuld ,2016,0.5,893246592,equinor energy as
skuld ,2017,0.0,893246592,equinor energy as
skuld ,2019,0.0,893246592,equinor energy as
skuld ,2022,0.0,893246592,equinor energy as
skuld ,2023,0.0,893246592,equinor energy as
svalin ,2014,0.5,993246298,equinor energy as
svalin ,2023,0.0,993246298,equinor energy as
ormen lange ,2005,0.0,890286852,a/s norske shell
ormen lange ,2006,0.0,890286852,a/s norske shell
ormen lange ,2007,1.0296,890286852,a/s norske shell
ormen lange ,2008,0.0,890286852,a/s norske shell
ormen lange ,2009,1.5826,890286852,a/s norske shell
ormen lange ,2010,0.0,890286852,a/s norske shell
ormen lange ,2011,0.0,890286852,a/s norske shell
ormen lange ,2012,0.0,890286852,a/s norske shell
ormen lange ,2013,0.0,890286852,a/s norske shell
ormen lange ,2014,0.0,890286852,a/s norske shell
ormen lange ,2015,0.0,890286852,a/s norske shell
ormen lange ,2018,0.0,890286852,a/s norske shell
ormen lange ,2022,0.505,890286852,a/s norske shell
martin linge ,2013,0.0,912726606,equinor energy as
martin linge ,2014,0.0,912726606,equinor energy as
martin linge ,2015,0.78967,912726606,equinor energy as
martin linge ,2016,0.75,912726606,equinor energy as
martin linge ,2017,0.2525,912726606,equinor energy as
martin linge ,2018,0.0,912726606,equinor energy as
martin linge ,2019,0.0,912726606,equinor energy as
martin linge ,2020,0.0,912726606,equinor energy as
martin linge ,2021,156.489585,912726606,equinor energy as
martin linge ,2022,172.527543,912726606,equinor energy as
martin linge ,2023,130.940993,912726606,equinor energy as
edvard grieg ,2014,0.0,912729842,aker bp asa
edvard grieg ,2015,7.05957,912729842,aker bp asa
edvard grieg ,2016,63.08842,912729842,aker bp asa
edvard grieg ,2017,103.246565,912729842,aker bp asa
edvard grieg ,2018,115.220828,912729842,aker bp asa
edvard grieg ,2019,197.808331,912729842,aker bp asa
edvard grieg ,2020,140.935801,912729842,aker bp asa
edvard grieg ,2021,150.92251,912729842,aker bp asa
edvard grieg ,2022,44.275504,912729842,aker bp asa
edvard grieg ,2023,54.087009,912729842,aker bp asa
gina krog ,2015,0.0,914470943,equinor energy as
gina krog ,2016,0.0,914470943,equinor energy as
gina krog ,2017,116.774127,914470943,equinor energy as
draugen ,1997,1889.529815,921788932,okea asa
draugen ,1998,1994.310399,921788932,okea asa
draugen ,1999,529.172987,921788932,okea asa
draugen ,2000,531.565597,921788932,okea asa
draugen ,2001,553.116627,921788932,okea asa
draugen ,2002,524.609031,921788932,okea asa
draugen ,2003,382.099967,921788932,okea asa
draugen ,2004,412.025636,921788932,okea asa
draugen ,2005,119.514933,921788932,okea asa
draugen ,2006,277.590636,921788932,okea asa
draugen ,2007,247.730538,921788932,okea asa
draugen ,2008,371.257541,921788932,okea asa
draugen ,2009,280.087028,921788932,okea asa
draugen ,2010,205.852817,921788932,okea asa
draugen ,2011,163.355648,921788932,okea asa
draugen ,2012,136.114181,921788932,okea asa
draugen ,2013,81.975411,921788932,okea asa
draugen ,2014,102.058603,921788932,okea asa
draugen ,2015,92.025578,921788932,okea asa
draugen ,2016,88.784414,921788932,okea asa
draugen ,2017,166.368741,921788932,okea asa
draugen ,2018,180.655308,921788932,okea asa
draugen ,2019,220.480021,921788932,okea asa
draugen ,2020,216.875644,921788932,okea asa
draugen ,2021,203.791885,921788932,okea asa
draugen ,2022,195.254991,921788932,okea asa
draugen ,2023,235.070305,921788932,okea asa
visund ,1997,0.0,893246932,equinor energy as
visund ,1998,0.0,893246932,equinor energy as
visund ,1999,34.07586,893246932,equinor energy as
visund ,2000,93.44393,893246932,equinor energy as
visund ,2001,114.832888,893246932,equinor energy as
visund ,2002,328.738943,893246932,equinor energy as
visund ,2003,371.619405,893246932,equinor energy as
visund ,2004,409.652334,893246932,equinor energy as
visund ,2005,281.034743,893246932,equinor energy as
visund ,2006,166.381441,893246932,equinor energy as
visund ,2007,272.676732,893246932,equinor energy as
visund ,2008,254.910842,893246932,equinor energy as
visund ,2009,241.268777,893246932,equinor energy as
visund ,2010,247.158855,893246932,equinor energy as
visund ,2011,148.581577,893246932,equinor energy as
visund ,2012,168.949382,893246932,equinor energy as
visund ,2013,208.120486,893246932,equinor energy as
visund ,2014,254.641211,893246932,equinor energy as
visund ,2015,248.345905,893246932,equinor energy as
visund ,2016,132.751489,893246932,equinor energy as
visund ,2017,135.652523,893246932,equinor energy as
visund ,2018,122.25969,893246932,equinor energy as
visund ,2019,115.150594,893246932,equinor energy as
visund ,2020,96.449472,893246932,equinor energy as
visund ,2021,88.696765,893246932,equinor energy as
visund ,2022,36.513046,893246932,equinor energy as
visund ,2023,38.365261,893246932,equinor energy as
statfjord ,1997,10141.199406,993246794,equinor energy as
statfjord ,1998,6189.958997,993246794,equinor energy as
statfjord ,1999,1641.897043,993246794,equinor energy as
statfjord ,2000,1433.310904,993246794,equinor energy as
statfjord ,2001,1400.579402,993246794,equinor energy as
statfjord ,2002,1198.462057,993246794,equinor energy as
statfjord ,2003,1084.079315,993246794,equinor energy as
statfjord ,2004,1017.977394,993246794,equinor energy as
varg ,2004,183.15356,893258272,repsol norge as
varg ,2005,203.564059,893258272,repsol norge as
varg ,2006,130.518744,893258272,repsol norge as
varg ,2007,79.363844,893258272,repsol norge as
varg ,2008,122.267308,893258272,repsol norge as
varg ,2009,62.199739,893258272,repsol norge as
varg ,2010,80.979464,893258272,repsol norge as
varg ,2011,64.462964,893258272,repsol norge as
varg ,2012,59.378587,893258272,repsol norge as
varg ,2013,51.448805,893258272,repsol norge as
varg ,2014,58.3126,893258272,repsol norge as
varg ,2015,52.550863,893258272,repsol norge as
varg ,2016,21.807972,893258272,repsol norge as
varg ,2017,0.0,893258272,repsol norge as
varg ,2018,0.0,893258272,repsol norge as
kvitebjørn ,2003,0.0,993246557,equinor energy as
kvitebjørn ,2004,39.993358,993246557,equinor energy as
kvitebjørn ,2005,317.448098,993246557,equinor energy as
kvitebjørn ,2006,403.301094,993246557,equinor energy as
kvitebjørn ,2007,79.774948,993246557,equinor energy as
kvitebjørn ,2008,147.743128,993246557,equinor energy as
kvitebjørn ,2009,266.615735,993246557,equinor energy as
kvitebjørn ,2010,327.331743,993246557,equinor energy as
kvitebjørn ,2011,336.86157,993246557,equinor energy as
kvitebjørn ,2012,352.120584,993246557,equinor energy as
kvitebjørn ,2013,354.456925,993246557,equinor energy as
kvitebjørn ,2014,394.461171,993246557,equinor energy as
kvitebjørn ,2015,372.333983,993246557,equinor energy as
kvitebjørn ,2016,135.321537,993246557,equinor energy as
kvitebjørn ,2017,162.104364,993246557,equinor energy as
kvitebjørn ,2018,149.921602,993246557,equinor energy as
kvitebjørn ,2019,142.5507,993246557,equinor energy as
kvitebjørn ,2020,164.209464,993246557,equinor energy as
kvitebjørn ,2021,240.377221,993246557,equinor energy as
kvitebjørn ,2022,109.473222,993246557,equinor energy as
kvitebjørn ,2023,82.238482,993246557,equinor energy as
gjøa ,2009,0.0,997004523,vår energi norge as
gjøa ,2010,36.223888,997004523,vår energi norge as
gjøa ,2011,189.392593,997004523,vår energi norge as
gjøa ,2012,358.049474,997004523,vår energi norge as
gjøa ,2013,465.168537,997004523,vår energi norge as
gjøa ,2014,437.230056,997004523,vår energi norge as
gjøa ,2015,461.09727,997004523,vår energi norge as
gjøa ,2016,480.332311,997004523,vår energi norge as
gjøa ,2017,169.420898,997004523,vår energi norge as
gjøa ,2018,127.578669,997004523,vår energi norge as
gjøa ,2019,163.987374,997004523,vår energi norge as
gjøa ,2020,135.091621,997004523,vår energi norge as
gjøa ,2021,384.904262,997004523,vår energi norge as
gjøa ,2022,282.801794,997004523,vår energi norge as
gjøa ,2023,133.419128,997004523,vår energi norge as
grane ,2001,0.0,993246298,equinor energy as
grane ,2002,0.0,993246298,equinor energy as
grane ,2003,18.659453,993246298,equinor energy as
grane ,2004,93.30772,993246298,equinor energy as
grane ,2005,117.35116,993246298,equinor energy as
grane ,2006,126.36495,993246298,equinor energy as
grane ,2007,142.68728,993246298,equinor energy as
grane ,2008,147.428452,993246298,equinor energy as
grane ,2009,185.955951,993246298,equinor energy as
grane ,2010,194.698082,993246298,equinor energy as
grane ,2011,177.436637,993246298,equinor energy as
grane ,2012,190.717253,993246298,equinor energy as
grane ,2013,207.4681,993246298,equinor energy as
grane ,2014,219.814717,993246298,equinor energy as
grane ,2015,248.558582,993246298,equinor energy as
grane ,2016,122.799632,993246298,equinor energy as
grane ,2017,140.355472,993246298,equinor energy as
grane ,2018,125.526827,993246298,equinor energy as
grane ,2019,117.001575,993246298,equinor energy as
grane ,2020,111.818941,993246298,equinor energy as
grane ,2021,111.043024,993246298,equinor energy as
gina krog ,2018,132.268838,914470943,equinor energy as
gina krog ,2019,171.171142,914470943,equinor energy as
gina krog ,2020,114.765671,914470943,equinor energy as
gina krog ,2021,81.007733,914470943,equinor energy as
gina krog ,2022,30.276491,914470943,equinor energy as
gina krog ,2023,44.029466,914470943,equinor energy as
ivar aasen ,2015,0.0,912731073,aker bp asa
ivar aasen ,2016,0.070482,912731073,aker bp asa
ivar aasen ,2017,457.305203,912731073,aker bp asa
ivar aasen ,2018,54.493294,912731073,aker bp asa
ivar aasen ,2019,38.886304,912731073,aker bp asa
ivar aasen ,2020,57.822344,912731073,aker bp asa
ivar aasen ,2021,34.467992,912731073,aker bp asa
ivar aasen ,2022,14.452976,912731073,aker bp asa
ivar aasen ,2023,24.474563,912731073,aker bp asa
bøyla ,2014,0.0,912726444,aker bp asa
bøyla ,2015,0.0,912726444,aker bp asa
bøyla ,2018,0.0,912726444,aker bp asa
bøyla ,2019,0.0,912726444,aker bp asa
bøyla ,2021,0.0,912726444,aker bp asa
johan sverdrup ,2016,0.0,814797872,equinor energy as
johan sverdrup ,2017,5.3025,814797872,equinor energy as
johan sverdrup ,2018,0.7575,814797872,equinor energy as
johan sverdrup ,2019,136.247766,814797872,equinor energy as
johan sverdrup ,2020,367.814963,814797872,equinor energy as
johan sverdrup ,2021,178.85996,814797872,equinor energy as
johan sverdrup ,2022,203.629114,814797872,equinor energy as
johan sverdrup ,2023,381.684391,814797872,equinor energy as
maria ,2017,1.549145,915156207,wintershall dea norge as
maria ,2018,0.533351,915156207,wintershall dea norge as
maria ,2019,0.605957,915156207,wintershall dea norge as
maria ,2020,6.950522,915156207,wintershall dea norge as
maria ,2021,0.0,915156207,wintershall dea norge as
maria ,2022,0.0,915156207,wintershall dea norge as
maria ,2023,0.0,915156207,wintershall dea norge as
aasta hansteen ,2017,0.0,912731456,equinor energy as
aasta hansteen ,2018,67.148045,912731456,equinor energy as
aasta hansteen ,2019,93.355221,912731456,equinor energy as
aasta hansteen ,2020,94.063341,912731456,equinor energy as
aasta hansteen ,2021,103.162276,912731456,equinor energy as
aasta hansteen ,2022,34.041866,912731456,equinor energy as
