field,year,yearly_nox_emissions_tons,org_number,operator
grane ,2022,404.47072,993246298,equinor energy as
grane ,2023,306.38291,993246298,equinor energy as
norne ,1997,2944.992072,893246592,equinor energy as
norne ,1998,1792.114235,893246592,equinor energy as
norne ,1999,1412.344364,893246592,equinor energy as
norne ,2000,2081.221558,893246592,equinor energy as
norne ,2001,1376.130763,893246592,equinor energy as
norne ,2002,1502.420036,893246592,equinor energy as
norne ,2003,1711.978232,893246592,equinor energy as
norne ,2004,1142.860742,893246592,equinor energy as
norne ,2005,1484.109318,893246592,equinor energy as
norne ,2006,1444.832116,893246592,equinor energy as
norne ,2007,1310.120121,893246592,equinor energy as
norne ,2008,1120.377573,893246592,equinor energy as
statfjord ,2005,6313.357907,993246794,equinor energy as
statfjord ,2006,4983.051325,993246794,equinor energy as
statfjord ,2007,4231.17032,993246794,equinor energy as
statfjord ,2008,3495.393796,993246794,equinor energy as
statfjord ,2009,2151.285024,993246794,equinor energy as
statfjord ,2010,2480.481579,993246794,equinor energy as
statfjord ,2011,2357.869188,993246794,equinor energy as
statfjord ,2012,2394.30544,993246794,equinor energy as
statfjord ,2013,2471.098003,993246794,equinor energy as
statfjord ,2014,2666.378968,993246794,equinor energy as
statfjord ,2015,2810.083478,993246794,equinor energy as
statfjord ,2016,2779.971587,993246794,equinor energy as
statfjord ,2017,2655.256948,993246794,equinor energy as
statfjord ,2018,2604.697335,993246794,equinor energy as
statfjord ,2019,2282.223144,993246794,equinor energy as
statfjord ,2020,2568.048691,993246794,equinor energy as
statfjord ,2021,2558.519808,993246794,equinor energy as
statfjord ,2022,2335.053733,993246794,equinor energy as
statfjord ,2023,2406.012828,993246794,equinor energy as
snorre ,1997,1923.405115,993246751,equinor energy as
snorre ,1998,1860.6126,993246751,equinor energy as
snorre ,1999,1561.527725,993246751,equinor energy as
snorre ,2000,2629.35612,993246751,equinor energy as
snorre ,2001,2444.168828,993246751,equinor energy as
snorre ,2002,2322.716078,993246751,equinor energy as
snorre ,2003,1945.015635,993246751,equinor energy as
snorre ,2004,1990.873098,993246751,equinor energy as
snorre ,2005,1986.735864,993246751,equinor energy as
snorre ,2006,1965.620367,993246751,equinor energy as
snorre ,2007,2498.100139,993246751,equinor energy as
snorre ,2008,2382.593266,993246751,equinor energy as
snorre ,2009,2288.686655,993246751,equinor energy as
snorre ,2010,2307.928032,993246751,equinor energy as
snorre ,2011,2452.73744,993246751,equinor energy as
snorre ,2012,2495.982028,993246751,equinor energy as
snorre ,2013,2213.971317,993246751,equinor energy as
snorre ,2014,2591.361728,993246751,equinor energy as
snorre ,2015,2461.584386,993246751,equinor energy as
snorre ,2016,2529.078461,993246751,equinor energy as
snorre ,2017,2240.711523,993246751,equinor energy as
snorre ,2018,2268.902365,993246751,equinor energy as
snorre ,2019,1876.571406,993246751,equinor energy as
snorre ,2020,2531.793956,993246751,equinor energy as
snorre ,2021,2855.991081,993246751,equinor energy as
snorre ,2022,3038.264925,993246751,equinor energy as
snorre ,2023,2125.705411,993246751,equinor energy as
oseberg ,1997,3606.14,993246603,equinor energy as
oseberg ,1998,3632.506,993246603,equinor energy as
oseberg ,1999,3258.08917,993246603,equinor energy as
oseberg ,2000,3353.10718,993246603,equinor energy as
oseberg ,2001,2367.618291,993246603,equinor energy as
oseberg ,2002,3424.521858,993246603,equinor energy as
oseberg ,2003,5081.338257,993246603,equinor energy as
oseberg ,2004,5526.102,993246603,equinor energy as
oseberg ,2005,4707.149,993246603,equinor energy as
oseberg ,2006,5743.331,993246603,equinor energy as
oseberg ,2007,5357.616,993246603,equinor energy as
oseberg ,2008,4762.139133,993246603,equinor energy as
norne ,2009,1046.821945,893246592,equinor energy as
norne ,2010,1528.304846,893246592,equinor energy as
norne ,2011,1400.774031,893246592,equinor energy as
norne ,2012,657.96084,893246592,equinor energy as
norne ,2013,937.810531,893246592,equinor energy as
norne ,2014,787.984169,893246592,equinor energy as
norne ,2015,751.495129,893246592,equinor energy as
norne ,2016,653.724919,893246592,equinor energy as
norne ,2017,804.270954,893246592,equinor energy as
norne ,2018,668.228418,893246592,equinor energy as
norne ,2019,763.600251,893246592,equinor energy as
norne ,2020,754.644176,893246592,equinor energy as
norne ,2021,781.118397,893246592,equinor energy as
norne ,2022,617.761817,893246592,equinor energy as
norne ,2023,427.826347,893246592,equinor energy as
veslefrikk ,1997,973.4661,993246905,equinor energy as
veslefrikk ,1998,1025.471684,993246905,equinor energy as
veslefrikk ,1999,1378.207298,993246905,equinor energy as
veslefrikk ,2000,1491.450056,993246905,equinor energy as
veslefrikk ,2001,1306.450969,993246905,equinor energy as
veslefrikk ,2002,1315.95701,993246905,equinor energy as
veslefrikk ,2003,1207.865912,993246905,equinor energy as
veslefrikk ,2004,1472.773425,993246905,equinor energy as
veslefrikk ,2005,1309.808724,993246905,equinor energy as
veslefrikk ,2006,1420.093804,993246905,equinor energy as
veslefrikk ,2007,1687.807601,993246905,equinor energy as
veslefrikk ,2008,1273.552982,993246905,equinor energy as
veslefrikk ,2009,1240.508321,993246905,equinor energy as
veslefrikk ,2010,1421.548567,993246905,equinor energy as
veslefrikk ,2011,1493.977005,993246905,equinor energy as
veslefrikk ,2012,1234.871214,993246905,equinor energy as
veslefrikk ,2013,1228.284309,993246905,equinor energy as
veslefrikk ,2014,1156.243046,993246905,equinor energy as
veslefrikk ,2015,1125.924872,993246905,equinor energy as
veslefrikk ,2016,913.64267,993246905,equinor energy as
veslefrikk ,2017,798.436116,993246905,equinor energy as
veslefrikk ,2018,695.023861,993246905,equinor energy as
veslefrikk ,2019,739.834736,993246905,equinor energy as
veslefrikk ,2020,632.797604,993246905,equinor energy as
veslefrikk ,2021,680.540555,993246905,equinor energy as
veslefrikk ,2022,179.49898,993246905,equinor energy as
volve ,2007,249.654145,993246875,equinor energy as
volve ,2008,524.796307,993246875,equinor energy as
volve ,2009,507.554597,993246875,equinor energy as
volve ,2010,429.821127,993246875,equinor energy as
volve ,2011,409.849609,993246875,equinor energy as
volve ,2012,401.233311,993246875,equinor energy as
skarv ,2020,208.306016,912728544,aker bp asa
skarv ,2021,436.832126,912728544,aker bp asa
skarv ,2022,317.04109,912728544,aker bp asa
skarv ,2023,299.07632,912728544,aker bp asa
vale ,2001,63.665,912732673,sval energi as
vale ,2005,142.86,912732673,sval energi as
vale ,2023,0.014634,912732673,sval energi as
vigdis ,1997,271.07541,993246751,equinor energy as
vigdis ,1998,90.58,993246751,equinor energy as
vigdis ,1999,353.9095,993246751,equinor energy as
vigdis ,2002,253.26868,993246751,equinor energy as
vigdis ,2003,358.68021,993246751,equinor energy as
vigdis ,2004,282.82254,993246751,equinor energy as
vigdis ,2005,224.80458,993246751,equinor energy as
vigdis ,2006,66.42636,993246751,equinor energy as
vigdis ,2007,247.69353,993246751,equinor energy as
vigdis ,2008,265.5485,993246751,equinor energy as
vigdis ,2009,170.032464,993246751,equinor energy as
vigdis ,2010,131.61645,993246751,equinor energy as
vigdis ,2011,324.80595,993246751,equinor energy as
vigdis ,2012,397.122775,993246751,equinor energy as
vigdis ,2013,437.797791,993246751,equinor energy as
vigdis ,2014,148.449682,993246751,equinor energy as
vigdis ,2015,129.854664,993246751,equinor energy as
vigdis ,2016,74.736918,993246751,equinor energy as
vigdis ,2017,68.93181,993246751,equinor energy as
vigdis ,2018,19.368315,993246751,equinor energy as
vigdis ,2019,52.149433,993246751,equinor energy as
vigdis ,2020,362.194176,993246751,equinor energy as
vigdis ,2021,36.397289,993246751,equinor energy as
vigdis ,2022,7.079571,993246751,equinor energy as
vigdis ,2023,106.185733,993246751,equinor energy as
hod ,2003,9.53148,974313316,aker bp asa
hod ,2004,11.4604,974313316,aker bp asa
hod ,2005,15.041039,974313316,aker bp asa
hod ,2006,17.2872,974313316,aker bp asa
hod ,2007,13.4358,974313316,aker bp asa
hod ,2008,9.1938,974313316,aker bp asa
hod ,2009,13.65,974313316,aker bp asa
hod ,2010,12.844,974313316,aker bp asa
hod ,2011,16.54,974313316,aker bp asa
hod ,2012,12.474,974313316,aker bp asa
hod ,2013,9.95148,974313316,aker bp asa
hod ,2014,7.525881,974313316,aker bp asa
hod ,2015,7.188711,974313316,aker bp asa
hod ,2016,6.664806,974313316,aker bp asa
hod ,2017,7.698078,974313316,aker bp asa
hod ,2018,7.249651,974313316,aker bp asa
hod ,2019,7.454146,974313316,aker bp asa
hod ,2020,5.847045,974313316,aker bp asa
hod ,2021,6.723506,974313316,aker bp asa
hod ,2022,6.594615,974313316,aker bp asa
hod ,2023,6.247147,974313316,aker bp asa
statfjord nord ,2003,143.946005,993246794,equinor energy as
statfjord nord ,2009,111.432497,993246794,equinor energy as
statfjord nord ,2010,62.53632,993246794,equinor energy as
statfjord nord ,2012,15.5316,993246794,equinor energy as
statfjord nord ,2014,26.4537,993246794,equinor energy as
statfjord nord ,2015,79.85871,993246794,equinor energy as
statfjord nord ,2016,57.11229,993246794,equinor energy as
statfjord nord ,2017,5.72508,993246794,equinor energy as
statfjord nord ,2018,3.46275,993246794,equinor energy as
statfjord nord ,2019,3.436416,993246794,equinor energy as
statfjord nord ,2021,8.011093,993246794,equinor energy as
statfjord nord ,2022,95.623992,993246794,equinor energy as
statfjord nord ,2023,14.121881,993246794,equinor energy as
statfjord øst ,2006,27.14712,993246794,equinor energy as
statfjord øst ,2007,66.143,993246794,equinor energy as
statfjord øst ,2008,47.8975,993246794,equinor energy as
statfjord øst ,2009,106.53678,993246794,equinor energy as
statfjord øst ,2010,79.88778,993246794,equinor energy as
statfjord øst ,2011,27.8334,993246794,equinor energy as
statfjord øst ,2012,27.94995,993246794,equinor energy as
statfjord øst ,2013,25.2567,993246794,equinor energy as
statfjord øst ,2014,13.8852,993246794,equinor energy as
statfjord øst ,2015,50.18679,993246794,equinor energy as
statfjord øst ,2022,9.53879,993246794,equinor energy as
statfjord øst ,2023,301.778719,993246794,equinor energy as
sygna ,2003,31.49475,993246794,equinor energy as
sygna ,2006,27.027,993246794,equinor energy as
sygna ,2009,6.69186,993246794,equinor energy as
sygna ,2010,16.16706,993246794,equinor energy as
sygna ,2015,3.00105,993246794,equinor energy as
sygna ,2016,13.66632,993246794,equinor energy as
sygna ,2017,47.0934,993246794,equinor energy as
sygna ,2018,11.31165,993246794,equinor energy as
sygna ,2022,3.577046,993246794,equinor energy as
sygna ,2023,0.376747,993246794,equinor energy as
oseberg sør ,1999,413.287,993246603,equinor energy as
oseberg sør ,2000,423.369433,993246603,equinor energy as
oseberg sør ,2001,1391.311546,993246603,equinor energy as
oseberg sør ,2002,892.494024,993246603,equinor energy as
oseberg sør ,2003,840.335683,993246603,equinor energy as
oseberg sør ,2004,1049.349,993246603,equinor energy as
oseberg sør ,2005,1795.498,993246603,equinor energy as
oseberg sør ,2006,968.314,993246603,equinor energy as
oseberg sør ,2007,799.493,993246603,equinor energy as
oseberg sør ,2008,1036.602927,993246603,equinor energy as
oseberg sør ,2009,892.291339,993246603,equinor energy as
oseberg sør ,2010,728.11374,993246603,equinor energy as
oseberg sør ,2011,815.045675,993246603,equinor energy as
oseberg sør ,2012,1056.476881,993246603,equinor energy as
oseberg sør ,2013,1182.542001,993246603,equinor energy as
oseberg sør ,2014,767.152364,993246603,equinor energy as
oseberg sør ,2015,888.463277,993246603,equinor energy as
oseberg sør ,2016,922.031578,993246603,equinor energy as
oseberg sør ,2017,873.248365,993246603,equinor energy as
oseberg sør ,2018,755.45764,993246603,equinor energy as
oseberg sør ,2019,785.303532,993246603,equinor energy as
oseberg sør ,2020,820.271497,993246603,equinor energy as
oseberg sør ,2021,871.820473,993246603,equinor energy as
oseberg sør ,2022,805.720426,993246603,equinor energy as
oseberg sør ,2023,799.476252,993246603,equinor energy as
oseberg øst ,1999,611.391754,993246603,equinor energy as
oseberg øst ,2000,471.70098,993246603,equinor energy as
oseberg øst ,2001,496.099235,993246603,equinor energy as
oseberg øst ,2002,382.272882,993246603,equinor energy as
oseberg øst ,2003,376.156865,993246603,equinor energy as
oseberg øst ,2004,378.334,993246603,equinor energy as
oseberg øst ,2005,364.223,993246603,equinor energy as
oseberg øst ,2006,321.734,993246603,equinor energy as
oseberg øst ,2007,344.544,993246603,equinor energy as
oseberg øst ,2008,327.987361,993246603,equinor energy as
oseberg ,2009,4503.325026,993246603,equinor energy as
oseberg ,2010,4800.82494,993246603,equinor energy as
oseberg ,2011,4889.896637,993246603,equinor energy as
oseberg ,2012,4017.187084,993246603,equinor energy as
oseberg ,2013,3618.742109,993246603,equinor energy as
oseberg ,2014,3676.532441,993246603,equinor energy as
oseberg ,2015,3981.948566,993246603,equinor energy as
oseberg ,2016,3601.153562,993246603,equinor energy as
oseberg ,2017,3466.914935,993246603,equinor energy as
oseberg ,2018,3591.363277,993246603,equinor energy as
oseberg ,2019,3450.257942,993246603,equinor energy as
oseberg ,2020,2450.115241,993246603,equinor energy as
oseberg ,2021,3182.818947,993246603,equinor energy as
oseberg ,2022,3177.507344,993246603,equinor energy as
oseberg ,2023,2894.07639,993246603,equinor energy as
jotun ,1998,23.45,993256978,vår energi asa
jotun ,1999,641.38664,993256978,vår energi asa
jotun ,2000,851.792021,993256978,vår energi asa
jotun ,2001,670.126559,993256978,vår energi asa
jotun ,2002,755.973097,993256978,vår energi asa
jotun ,2003,742.858236,993256978,vår energi asa
jotun ,2004,793.064982,993256978,vår energi asa
jotun ,2005,552.755428,993256978,vår energi asa
jotun ,2006,545.097459,993256978,vår energi asa
jotun ,2007,502.528575,993256978,vår energi asa
jotun ,2008,466.812245,993256978,vår energi asa
jotun ,2009,503.489,993256978,vår energi asa
jotun ,2010,495.019,993256978,vår energi asa
jotun ,2011,553.004377,993256978,vår energi asa
jotun ,2012,707.083543,993256978,vår energi asa
jotun ,2013,871.761112,993256978,vår energi asa
jotun ,2014,979.551179,993256978,vår energi asa
jotun ,2015,833.653956,993256978,vår energi asa
jotun ,2016,573.211035,993256978,vår energi asa
jotun ,2017,601.939145,993256978,vår energi asa
jotun ,2018,697.65975,993256978,vår energi asa
jotun ,2019,614.657628,993256978,vår energi asa
jotun ,2020,227.203582,993256978,vår energi asa
heimdal ,1997,270.76,993246492,equinor energy as
heimdal ,1998,336.162,993246492,equinor energy as
heimdal ,1999,327.42145,993246492,equinor energy as
heimdal ,2000,196.398132,993246492,equinor energy as
heimdal ,2001,740.862438,993246492,equinor energy as
heimdal ,2002,580.97784,993246492,equinor energy as
heimdal ,2003,410.008201,993246492,equinor energy as
heimdal ,2004,441.975,993246492,equinor energy as
heimdal ,2005,516.898,993246492,equinor energy as
heimdal ,2006,570.179,993246492,equinor energy as
heimdal ,2007,362.774,993246492,equinor energy as
heimdal ,2008,387.879274,993246492,equinor energy as
heimdal ,2009,449.916971,993246492,equinor energy as
heimdal ,2010,411.593133,993246492,equinor energy as
heimdal ,2011,404.986528,993246492,equinor energy as
heimdal ,2012,387.711469,993246492,equinor energy as
heimdal ,2013,386.138649,993246492,equinor energy as
heimdal ,2014,647.182798,993246492,equinor energy as
heimdal ,2015,366.022536,993246492,equinor energy as
heimdal ,2016,387.371812,993246492,equinor energy as
heimdal ,2017,418.755344,993246492,equinor energy as
heimdal ,2018,372.94226,993246492,equinor energy as
heimdal ,2019,383.42277,993246492,equinor energy as
heimdal ,2020,400.010415,993246492,equinor energy as
heimdal ,2021,274.370123,993246492,equinor energy as
heimdal ,2022,197.471778,993246492,equinor energy as
heimdal ,2023,185.825105,993246492,equinor energy as
skirne ,2003,164.8752,912726614,totalenergies ep norge as
skirne ,2023,11.4,912726614,totalenergies ep norge as
vilje ,2006,32.19,912726444,aker bp asa
vilje ,2007,152.237,912726444,aker bp asa
vilje ,2013,31.24142,912726444,aker bp asa
vilje ,2014,15.545455,912726444,aker bp asa
alve ,2008,69.734,893246592,equinor energy as
alve ,2009,118.85454,893246592,equinor energy as
alve ,2010,118.02546,893246592,equinor energy as
alve ,2011,111.68892,893246592,equinor energy as
alve ,2016,27.96917,893246592,equinor energy as
alve ,2022,61.982156,893246592,equinor energy as
rev ,2012,84.719022,812729322,repsol norge as
vega ,2009,195.95898,985234930,wintershall dea norge as
vega ,2011,382.309248,985234930,wintershall dea norge as
vega ,2014,37.163863,985234930,wintershall dea norge as
vega ,2016,3.3516,985234930,wintershall dea norge as
oselvar ,2012,265.615473,912727580,dno norge as
oselvar ,2021,39.940425,912727580,dno norge as
goliat ,2012,43.525185,812726242,vår energi asa
goliat ,2013,323.667689,812726242,vår energi asa
goliat ,2014,598.092165,812726242,vår energi asa
goliat ,2015,772.847393,812726242,vår energi asa
goliat ,2016,464.585949,812726242,vår energi asa
goliat ,2017,320.528464,812726242,vår energi asa
goliat ,2018,343.432016,812726242,vår energi asa
goliat ,2019,48.653602,812726242,vår energi asa
goliat ,2020,72.80671,812726242,vår energi asa
goliat ,2021,201.296429,812726242,vår energi asa
goliat ,2022,66.732952,812726242,vår energi asa
goliat ,2023,72.508489,812726242,vår energi asa
yme ,1997,1317.52365,920149790,repsol norge as
yme ,1998,880.1175,920149790,repsol norge as
yme ,1999,959.037624,920149790,repsol norge as
yme ,2000,758.774564,920149790,repsol norge as
yme ,2001,302.63068,920149790,repsol norge as
yme ,2009,262.139,920149790,repsol norge as
yme ,2010,169.764,920149790,repsol norge as
yme ,2011,240.48394,920149790,repsol norge as
yme ,2012,592.80228,920149790,repsol norge as
yme ,2014,38.87514,920149790,repsol norge as
yme ,2015,37.675575,920149790,repsol norge as
yme ,2018,33.018244,920149790,repsol norge as
yme ,2019,60.404176,920149790,repsol norge as
yme ,2020,42.950557,920149790,repsol norge as
yme ,2021,201.997591,920149790,repsol norge as
yme ,2022,410.79148,920149790,repsol norge as
yme ,2023,334.798502,920149790,repsol norge as
morvin ,2009,95.81796,997004825,equinor energy as
morvin ,2010,706.90914,997004825,equinor energy as
morvin ,2011,320.61708,997004825,equinor energy as
morvin ,2012,1.76085,997004825,equinor energy as
morvin ,2013,39.0222,997004825,equinor energy as
morvin ,2017,7.29486,997004825,equinor energy as
morvin ,2018,6.78699,997004825,equinor energy as
draupner ,1998,25.38,993257621,gassco as
draupner ,1999,16.194844,993257621,gassco as
draupner ,2000,0.0,993257621,gassco as
draupner ,2001,32.951428,993257621,gassco as
draupner ,2002,30.6,993257621,gassco as
draupner ,2003,20.15,993257621,gassco as
draupner ,2004,22.4,993257621,gassco as
draupner ,2005,23.3,993257621,gassco as
draupner ,2006,23.7,993257621,gassco as
draupner ,2007,18.8,993257621,gassco as
draupner ,2008,21.67,993257621,gassco as
draupner ,2009,17.445,993257621,gassco as
troll ,1997,1466.5564,912732401,equinor energy as
troll ,1998,2028.0433,912732401,equinor energy as
volve ,2013,350.807646,993246875,equinor energy as
volve ,2014,237.956687,993246875,equinor energy as
volve ,2015,129.728402,993246875,equinor energy as
volve ,2016,152.842862,993246875,equinor energy as
gullfaks ,1997,3905.798,993246328,equinor energy as
gullfaks ,1998,4121.536268,993246328,equinor energy as
gullfaks ,1999,3940.519024,993246328,equinor energy as
gullfaks ,2000,5196.725738,993246328,equinor energy as
gullfaks ,2001,5769.330776,993246328,equinor energy as
gullfaks ,2002,4806.074465,993246328,equinor energy as
gullfaks ,2003,4505.975431,993246328,equinor energy as
gullfaks ,2004,4665.059317,993246328,equinor energy as
gullfaks ,2005,4350.086888,993246328,equinor energy as
gullfaks ,2006,4319.843051,993246328,equinor energy as
gullfaks ,2007,3746.823219,993246328,equinor energy as
gullfaks ,2008,3757.199317,993246328,equinor energy as
gullfaks ,2009,3675.901487,993246328,equinor energy as
gullfaks ,2010,3127.300282,993246328,equinor energy as
gullfaks ,2011,2483.434652,993246328,equinor energy as
gullfaks ,2012,2789.898999,993246328,equinor energy as
gullfaks ,2013,3296.287038,993246328,equinor energy as
gullfaks ,2014,3479.164844,993246328,equinor energy as
gullfaks ,2015,3433.875419,993246328,equinor energy as
gullfaks ,2016,3460.504843,993246328,equinor energy as
gullfaks ,2017,3676.152916,993246328,equinor energy as
gullfaks ,2018,3745.300747,993246328,equinor energy as
gullfaks ,2019,3355.98638,993246328,equinor energy as
gullfaks ,2020,2860.165683,993246328,equinor energy as
gullfaks ,2021,2965.751013,993246328,equinor energy as
gullfaks ,2022,2452.376417,993246328,equinor energy as
gullfaks ,2023,2110.410168,993246328,equinor energy as
fram ,2002,188.58,973861778,equinor energy as
fram ,2003,177.905,973861778,equinor energy as
fram ,2006,139.944,973861778,equinor energy as
fram ,2007,410.61,973861778,equinor energy as
fram ,2008,366.282,973861778,equinor energy as
fram ,2010,39.52935,973861778,equinor energy as
fram ,2012,21.546,973861778,equinor energy as
fram ,2013,62.8425,973861778,equinor energy as
fram ,2014,193.621179,973861778,equinor energy as
fram ,2015,12.97377,973861778,equinor energy as
fram ,2016,106.328352,973861778,equinor energy as
fram ,2018,21.60756,973861778,equinor energy as
fram ,2019,279.354562,973861778,equinor energy as
fram ,2020,2.608263,973861778,equinor energy as
fram ,2021,1.229609,973861778,equinor energy as
fram ,2023,167.845392,973861778,equinor energy as
brage ,1997,856.78,993245437,okea asa
brage ,1998,815.15,993245437,okea asa
brage ,1999,793.88157,993245437,okea asa
brage ,2000,765.528376,993245437,okea asa
brage ,2001,911.519336,993245437,okea asa
brage ,2002,1114.0425,993245437,okea asa
brage ,2003,851.772113,993245437,okea asa
brage ,2004,862.188,993245437,okea asa
brage ,2005,955.239,993245437,okea asa
brage ,2006,997.241,993245437,okea asa
brage ,2007,773.57,993245437,okea asa
brage ,2008,833.426959,993245437,okea asa
brage ,2009,795.653626,993245437,okea asa
brage ,2010,774.375137,993245437,okea asa
brage ,2011,735.981907,993245437,okea asa
brage ,2012,698.606749,993245437,okea asa
brage ,2013,570.924297,993245437,okea asa
brage ,2014,552.826668,993245437,okea asa
brage ,2015,801.32839,993245437,okea asa
brage ,2016,639.74111,993245437,okea asa
brage ,2017,607.52819,993245437,okea asa
brage ,2018,594.453863,993245437,okea asa
brage ,2019,729.312279,993245437,okea asa
brage ,2020,615.478506,993245437,okea asa
