field,year,yearly_oil_spill_emissions_tons,org_number,operator
ula ,2009,2.637525,993302392,aker bp asa
ula ,2010,7.481265,993302392,aker bp asa
ula ,2011,10.87645,993302392,aker bp asa
ula ,2012,19.628675,993302392,aker bp asa
ula ,2013,24.235199,993302392,aker bp asa
ula ,2014,69.770476,993302392,aker bp asa
ula ,2015,73.057235,993302392,aker bp asa
ula ,2016,37.104013,993302392,aker bp asa
ula ,2017,48.262118,993302392,aker bp asa
ula ,2018,76.040749,993302392,aker bp asa
ula ,2019,90.333099,993302392,aker bp asa
ula ,2020,66.945648,993302392,aker bp asa
ula ,2021,97.575678,993302392,aker bp asa
ula ,2022,63.056816,993302392,aker bp asa
ula ,2023,79.476895,993302392,aker bp asa
ekofisk ,1997,105.359189,872450912,conocophillips skandinavia as
ekofisk ,1998,83.822943,872450912,conocophillips skandinavia as
ekofisk ,1999,55.543436,872450912,conocophillips skandinavia as
ekofisk ,2000,82.586227,872450912,conocophillips skandinavia as
ekofisk ,2001,88.660541,872450912,conocophillips skandinavia as
ekofisk ,2002,117.365126,872450912,conocophillips skandinavia as
ekofisk ,2003,142.524828,872450912,conocophillips skandinavia as
ekofisk ,2004,190.757748,872450912,conocophillips skandinavia as
ekofisk ,2005,220.264109,872450912,conocophillips skandinavia as
ekofisk ,2006,225.164113,872450912,conocophillips skandinavia as
ekofisk ,2007,163.155022,872450912,conocophillips skandinavia as
ekofisk ,2008,148.348868,872450912,conocophillips skandinavia as
ekofisk ,2009,98.194817,872450912,conocophillips skandinavia as
ekofisk ,2010,140.829988,872450912,conocophillips skandinavia as
ekofisk ,2011,144.333609,872450912,conocophillips skandinavia as
ekofisk ,2012,127.528036,872450912,conocophillips skandinavia as
ekofisk ,2013,97.401408,872450912,conocophillips skandinavia as
ekofisk ,2014,93.288564,872450912,conocophillips skandinavia as
ekofisk ,2015,116.936588,872450912,conocophillips skandinavia as
ekofisk ,2016,115.067471,872450912,conocophillips skandinavia as
ekofisk ,2017,142.42458,872450912,conocophillips skandinavia as
ekofisk ,2018,100.838907,872450912,conocophillips skandinavia as
ekofisk ,2019,86.909197,872450912,conocophillips skandinavia as
ekofisk ,2020,66.920647,872450912,conocophillips skandinavia as
ekofisk ,2021,77.816878,872450912,conocophillips skandinavia as
ekofisk ,2022,65.436254,872450912,conocophillips skandinavia as
ekofisk ,2023,84.752362,872450912,conocophillips skandinavia as
skarv ,2011,0.001918,912728544,aker bp asa
skarv ,2012,0.015811,912728544,aker bp asa
skarv ,2013,0.668505,912728544,aker bp asa
skarv ,2014,0.765258,912728544,aker bp asa
skarv ,2015,1.016313,912728544,aker bp asa
skarv ,2016,1.795407,912728544,aker bp asa
skarv ,2017,1.130212,912728544,aker bp asa
skarv ,2018,0.950476,912728544,aker bp asa
skarv ,2019,0.926524,912728544,aker bp asa
eldfisk ,2021,17.181156,872450912,conocophillips skandinavia as
eldfisk ,2022,14.699524,872450912,conocophillips skandinavia as
eldfisk ,2023,13.959429,872450912,conocophillips skandinavia as
embla ,2002,0.308614,872450912,conocophillips skandinavia as
embla ,2003,0.096845,872450912,conocophillips skandinavia as
embla ,2004,0.054345,872450912,conocophillips skandinavia as
embla ,2005,0.064545,872450912,conocophillips skandinavia as
embla ,2006,0.054345,872450912,conocophillips skandinavia as
embla ,2007,0.022032,872450912,conocophillips skandinavia as
embla ,2008,0.022032,872450912,conocophillips skandinavia as
embla ,2009,0.022032,872450912,conocophillips skandinavia as
embla ,2010,0.023732,872450912,conocophillips skandinavia as
embla ,2011,0.022032,872450912,conocophillips skandinavia as
embla ,2012,0.013176,872450912,conocophillips skandinavia as
embla ,2013,0.013176,872450912,conocophillips skandinavia as
embla ,2014,0.013176,872450912,conocophillips skandinavia as
embla ,2015,0.017676,872450912,conocophillips skandinavia as
embla ,2016,0.01314,872450912,conocophillips skandinavia as
embla ,2017,0.09389,872450912,conocophillips skandinavia as
embla ,2018,0.01314,872450912,conocophillips skandinavia as
embla ,2019,0.08964,872450912,conocophillips skandinavia as
embla ,2020,0.022347,872450912,conocophillips skandinavia as
embla ,2021,0.01188,872450912,conocophillips skandinavia as
embla ,2022,0.01332,872450912,conocophillips skandinavia as
embla ,2023,0.01638,872450912,conocophillips skandinavia as
tor ,1997,5.227763,872450912,conocophillips skandinavia as
tor ,1998,4.033154,872450912,conocophillips skandinavia as
tor ,1999,5.313486,872450912,conocophillips skandinavia as
tor ,2000,6.093815,872450912,conocophillips skandinavia as
tor ,2001,8.196263,872450912,conocophillips skandinavia as
tor ,2002,5.335531,872450912,conocophillips skandinavia as
tor ,2003,6.983859,872450912,conocophillips skandinavia as
tor ,2004,2.348183,872450912,conocophillips skandinavia as
tor ,2005,0.592215,872450912,conocophillips skandinavia as
tor ,2006,2.643268,872450912,conocophillips skandinavia as
tor ,2007,1.937408,872450912,conocophillips skandinavia as
tor ,2008,4.154342,872450912,conocophillips skandinavia as
tor ,2009,2.596936,872450912,conocophillips skandinavia as
tor ,2010,1.442501,872450912,conocophillips skandinavia as
tor ,2011,2.590193,872450912,conocophillips skandinavia as
tor ,2012,1.398847,872450912,conocophillips skandinavia as
tor ,2013,1.236536,872450912,conocophillips skandinavia as
tor ,2014,1.605074,872450912,conocophillips skandinavia as
tor ,2015,1.063028,872450912,conocophillips skandinavia as
tor ,2016,0.01098,872450912,conocophillips skandinavia as
tor ,2017,0.73348,872450912,conocophillips skandinavia as
tor ,2018,0.04328,872450912,conocophillips skandinavia as
tor ,2019,0.01278,872450912,conocophillips skandinavia as
tor ,2020,0.05586,872450912,conocophillips skandinavia as
tor ,2021,0.037579,872450912,conocophillips skandinavia as
tor ,2022,0.014065,872450912,conocophillips skandinavia as
tor ,2023,0.01182,872450912,conocophillips skandinavia as
sleipner øst ,1997,2.859503,993246646,equinor energy as
sleipner øst ,1998,1.484067,993246646,equinor energy as
sleipner øst ,2000,6.571831,993246646,equinor energy as
sleipner øst ,2002,2.546414,993246646,equinor energy as
sleipner øst ,2003,2.872471,993246646,equinor energy as
sleipner øst ,2004,2.081581,993246646,equinor energy as
sleipner øst ,2005,2.967363,993246646,equinor energy as
sleipner øst ,2006,6.699575,993246646,equinor energy as
sleipner øst ,2007,11.776459,993246646,equinor energy as
sleipner øst ,2008,6.244878,993246646,equinor energy as
sleipner øst ,2009,2.070843,993246646,equinor energy as
sleipner øst ,2010,2.5836,993246646,equinor energy as
sleipner øst ,2011,0.875129,993246646,equinor energy as
sleipner øst ,2012,0.702767,993246646,equinor energy as
sleipner øst ,2013,1.190647,993246646,equinor energy as
sleipner øst ,2014,1.791197,993246646,equinor energy as
sleipner øst ,2015,0.694904,993246646,equinor energy as
sleipner øst ,2016,3.638894,993246646,equinor energy as
sleipner øst ,2017,1.114661,993246646,equinor energy as
sleipner øst ,2018,0.914063,993246646,equinor energy as
sleipner øst ,2019,0.607082,993246646,equinor energy as
sleipner øst ,2020,0.568799,993246646,equinor energy as
sleipner øst ,2021,0.543194,993246646,equinor energy as
sleipner øst ,2022,0.684171,993246646,equinor energy as
sleipner øst ,2023,0.371457,993246646,equinor energy as
sigyn ,2002,0.0935,812723502,equinor energy as
sigyn ,2012,0.18096,812723502,equinor energy as
sigyn ,2016,0.0009,812723502,equinor energy as
sigyn ,2021,0.000826,812723502,equinor energy as
snøhvit ,2004,0.005648,912732207,equinor energy as
snøhvit ,2005,0.03681,912732207,equinor energy as
snøhvit ,2006,0.016675,912732207,equinor energy as
snøhvit ,2010,0.00017,912732207,equinor energy as
snøhvit ,2013,0.0085,912732207,equinor energy as
snøhvit ,2016,0.004141,912732207,equinor energy as
snøhvit ,2017,0.015274,912732207,equinor energy as
snøhvit ,2018,0.019837,912732207,equinor energy as
snøhvit ,2019,0.000735,912732207,equinor energy as
snøhvit ,2020,0.008648,912732207,equinor energy as
snøhvit ,2022,0.00085,912732207,equinor energy as
gudrun ,2012,0.012947,912732711,equinor energy as
gudrun ,2013,0.034086,912732711,equinor energy as
gudrun ,2014,0.137651,912732711,equinor energy as
gudrun ,2015,6.258583,912732711,equinor energy as
gudrun ,2016,0.291336,912732711,equinor energy as
gudrun ,2017,0.63856,912732711,equinor energy as
gudrun ,2018,0.749152,912732711,equinor energy as
gudrun ,2019,1.432445,912732711,equinor energy as
gudrun ,2020,1.525824,912732711,equinor energy as
gudrun ,2021,1.20944,912732711,equinor energy as
gudrun ,2022,5.200002,912732711,equinor energy as
gudrun ,2023,5.315297,912732711,equinor energy as
brynhild ,2014,0.19072,912729761,aker bp asa
brynhild ,2015,0.007902,912729761,aker bp asa
brynhild ,2020,0.023673,912729761,aker bp asa
brynhild ,2021,0.0255,912729761,aker bp asa
jette ,2012,0.036725,988303380,aker bp asa
jette ,2019,0.008534,988303380,aker bp asa
valemon ,2012,0.03435,912732630,equinor energy as
valemon ,2013,0.02376,912732630,equinor energy as
valemon ,2014,0.052191,912732630,equinor energy as
valemon ,2015,0.049389,912732630,equinor energy as
valemon ,2016,0.049906,912732630,equinor energy as
valemon ,2017,0.073207,912732630,equinor energy as
valemon ,2018,0.010186,912732630,equinor energy as
valemon ,2019,0.00595,912732630,equinor energy as
valemon ,2020,0.001275,912732630,equinor energy as
valemon ,2021,0.019007,912732630,equinor energy as
valemon ,2022,0.028522,912732630,equinor energy as
valemon ,2023,0.004748,912732630,equinor energy as
atla ,2012,0.000192,912726703,totalenergies ep norge as
skuld ,2012,0.022291,893246592,equinor energy as
skuld ,2013,0.036161,893246592,equinor energy as
skuld ,2014,0.009424,893246592,equinor energy as
skuld ,2016,0.006835,893246592,equinor energy as
skuld ,2022,0.0006,893246592,equinor energy as
svalin ,2013,0.0255,993246298,equinor energy as
svalin ,2023,0.007922,993246298,equinor energy as
ormen lange ,2005,0.03412,890286852,a/s norske shell
ormen lange ,2007,0.3329,890286852,a/s norske shell
ormen lange ,2008,0.63835,890286852,a/s norske shell
ormen lange ,2009,0.203457,890286852,a/s norske shell
ormen lange ,2010,0.223645,890286852,a/s norske shell
ormen lange ,2011,0.005061,890286852,a/s norske shell
ormen lange ,2012,0.121347,890286852,a/s norske shell
ormen lange ,2013,0.004246,890286852,a/s norske shell
ormen lange ,2014,0.00033,890286852,a/s norske shell
ormen lange ,2015,0.056754,890286852,a/s norske shell
ormen lange ,2022,0.057637,890286852,a/s norske shell
martin linge ,2013,0.00068,912726606,equinor energy as
martin linge ,2014,0.02565,912726606,equinor energy as
martin linge ,2015,0.83786,912726606,equinor energy as
martin linge ,2016,0.022406,912726606,equinor energy as
martin linge ,2017,0.013214,912726606,equinor energy as
martin linge ,2018,0.054705,912726606,equinor energy as
martin linge ,2019,0.041677,912726606,equinor energy as
martin linge ,2020,0.042681,912726606,equinor energy as
martin linge ,2021,0.644088,912726606,equinor energy as
martin linge ,2022,3.136259,912726606,equinor energy as
martin linge ,2023,6.803302,912726606,equinor energy as
edvard grieg ,2014,0.000924,912729842,aker bp asa
edvard grieg ,2015,0.071561,912729842,aker bp asa
edvard grieg ,2016,0.205247,912729842,aker bp asa
edvard grieg ,2017,0.235685,912729842,aker bp asa
edvard grieg ,2018,0.080392,912729842,aker bp asa
edvard grieg ,2019,0.081078,912729842,aker bp asa
edvard grieg ,2020,0.093104,912729842,aker bp asa
edvard grieg ,2021,0.520765,912729842,aker bp asa
edvard grieg ,2022,3.015528,912729842,aker bp asa
edvard grieg ,2023,3.785861,912729842,aker bp asa
gina krog ,2015,0.04527,914470943,equinor energy as
gina krog ,2016,0.110341,914470943,equinor energy as
draugen ,1997,2.429883,921788932,okea asa
draugen ,1998,13.244355,921788932,okea asa
draugen ,1999,8.308685,921788932,okea asa
draugen ,2000,7.964367,921788932,okea asa
draugen ,2001,7.533288,921788932,okea asa
draugen ,2002,23.609924,921788932,okea asa
draugen ,2003,712.68055,921788932,okea asa
draugen ,2004,86.99226,921788932,okea asa
draugen ,2005,80.122732,921788932,okea asa
draugen ,2006,190.125256,921788932,okea asa
draugen ,2007,73.865569,921788932,okea asa
draugen ,2008,125.861086,921788932,okea asa
draugen ,2009,113.08374,921788932,okea asa
draugen ,2010,185.36003,921788932,okea asa
draugen ,2011,126.414757,921788932,okea asa
draugen ,2012,150.556307,921788932,okea asa
draugen ,2013,129.348855,921788932,okea asa
draugen ,2014,102.825982,921788932,okea asa
draugen ,2015,96.187379,921788932,okea asa
draugen ,2016,81.426446,921788932,okea asa
draugen ,2017,107.063784,921788932,okea asa
draugen ,2018,78.796906,921788932,okea asa
draugen ,2019,120.892583,921788932,okea asa
draugen ,2020,108.035396,921788932,okea asa
draugen ,2021,87.653261,921788932,okea asa
draugen ,2022,73.384594,921788932,okea asa
draugen ,2023,85.402476,921788932,okea asa
visund ,1997,1.49345,893246932,equinor energy as
visund ,1998,0.15215,893246932,equinor energy as
visund ,1999,13.958832,893246932,equinor energy as
visund ,2000,13.232839,893246932,equinor energy as
visund ,2001,23.91693,893246932,equinor energy as
visund ,2002,11.3429,893246932,equinor energy as
visund ,2003,13.179965,893246932,equinor energy as
visund ,2004,10.795873,893246932,equinor energy as
visund ,2005,1.790406,893246932,equinor energy as
visund ,2006,2.370239,893246932,equinor energy as
visund ,2007,4.121263,893246932,equinor energy as
visund ,2008,1.077429,893246932,equinor energy as
visund ,2009,1.250097,893246932,equinor energy as
visund ,2010,1.949432,893246932,equinor energy as
visund ,2011,2.217866,893246932,equinor energy as
visund ,2012,4.814629,893246932,equinor energy as
visund ,2013,4.000983,893246932,equinor energy as
visund ,2014,9.92858,893246932,equinor energy as
visund ,2015,2.85975,893246932,equinor energy as
visund ,2016,6.562304,893246932,equinor energy as
visund ,2017,8.608943,893246932,equinor energy as
visund ,2018,7.977526,893246932,equinor energy as
visund ,2019,13.216781,893246932,equinor energy as
visund ,2020,7.117524,893246932,equinor energy as
visund ,2021,8.203832,893246932,equinor energy as
visund ,2022,3.230926,893246932,equinor energy as
visund ,2023,2.408948,893246932,equinor energy as
statfjord ,1997,805.948009,993246794,equinor energy as
statfjord ,1998,888.755408,993246794,equinor energy as
statfjord ,1999,1008.898644,993246794,equinor energy as
statfjord ,2000,1031.819019,993246794,equinor energy as
statfjord ,2001,1050.139996,993246794,equinor energy as
statfjord ,2002,920.831121,993246794,equinor energy as
statfjord ,2003,711.142593,993246794,equinor energy as
statfjord ,2004,585.505811,993246794,equinor energy as
varg ,2004,6.0605,893258272,repsol norge as
varg ,2005,0.08993,893258272,repsol norge as
varg ,2006,15.85628,893258272,repsol norge as
varg ,2007,15.875502,893258272,repsol norge as
varg ,2008,9.029943,893258272,repsol norge as
varg ,2009,10.463249,893258272,repsol norge as
varg ,2010,7.134796,893258272,repsol norge as
varg ,2011,4.377656,893258272,repsol norge as
varg ,2012,6.482362,893258272,repsol norge as
varg ,2013,8.122527,893258272,repsol norge as
varg ,2014,11.694694,893258272,repsol norge as
varg ,2015,14.747373,893258272,repsol norge as
varg ,2016,5.713033,893258272,repsol norge as
varg ,2017,0.037117,893258272,repsol norge as
varg ,2018,0.000352,893258272,repsol norge as
kvitebjørn ,2003,0.225568,993246557,equinor energy as
kvitebjørn ,2004,0.064931,993246557,equinor energy as
kvitebjørn ,2005,0.17,993246557,equinor energy as
kvitebjørn ,2008,0.0816,993246557,equinor energy as
kvitebjørn ,2009,0.0051,993246557,equinor energy as
kvitebjørn ,2011,0.01105,993246557,equinor energy as
kvitebjørn ,2013,0.0017,993246557,equinor energy as
kvitebjørn ,2014,0.0884,993246557,equinor energy as
kvitebjørn ,2015,0.00085,993246557,equinor energy as
kvitebjørn ,2017,0.01105,993246557,equinor energy as
kvitebjørn ,2019,0.01275,993246557,equinor energy as
kvitebjørn ,2020,0.00017,993246557,equinor energy as
kvitebjørn ,2022,0.000935,993246557,equinor energy as
gjøa ,2009,0.017,997004523,vår energi norge as
gjøa ,2010,0.01836,997004523,vår energi norge as
gjøa ,2011,4.234993,997004523,vår energi norge as
gjøa ,2012,3.822846,997004523,vår energi norge as
gjøa ,2013,3.636581,997004523,vår energi norge as
gjøa ,2014,4.658623,997004523,vår energi norge as
gjøa ,2015,4.780105,997004523,vår energi norge as
gjøa ,2016,6.370521,997004523,vår energi norge as
gjøa ,2017,9.22698,997004523,vår energi norge as
gjøa ,2018,7.183747,997004523,vår energi norge as
gjøa ,2019,3.53683,997004523,vår energi norge as
gjøa ,2020,3.219571,997004523,vår energi norge as
gjøa ,2021,2.196819,997004523,vår energi norge as
gjøa ,2022,8.979027,997004523,vår energi norge as
gjøa ,2023,13.063974,997004523,vår energi norge as
grane ,2003,0.53928,993246298,equinor energy as
grane ,2004,3.374797,993246298,equinor energy as
grane ,2005,28.359949,993246298,equinor energy as
grane ,2006,10.397991,993246298,equinor energy as
grane ,2007,0.759936,993246298,equinor energy as
grane ,2008,8.508861,993246298,equinor energy as
grane ,2009,0.49742,993246298,equinor energy as
grane ,2010,11.153753,993246298,equinor energy as
grane ,2011,12.491746,993246298,equinor energy as
grane ,2012,1.97409,993246298,equinor energy as
grane ,2013,0.639087,993246298,equinor energy as
grane ,2014,0.931065,993246298,equinor energy as
grane ,2015,16.443371,993246298,equinor energy as
grane ,2016,48.752071,993246298,equinor energy as
grane ,2017,74.286952,993246298,equinor energy as
grane ,2018,26.832564,993246298,equinor energy as
grane ,2019,18.000704,993246298,equinor energy as
grane ,2020,10.253205,993246298,equinor energy as
grane ,2021,10.286002,993246298,equinor energy as
gina krog ,2017,0.93612,914470943,equinor energy as
gina krog ,2018,0.290167,914470943,equinor energy as
gina krog ,2019,0.353073,914470943,equinor energy as
gina krog ,2020,0.212793,914470943,equinor energy as
gina krog ,2021,0.295742,914470943,equinor energy as
gina krog ,2022,0.14887,914470943,equinor energy as
gina krog ,2023,0.16302,914470943,equinor energy as
ivar aasen ,2015,0.05249,912731073,aker bp asa
ivar aasen ,2016,0.060348,912731073,aker bp asa
ivar aasen ,2017,0.059928,912731073,aker bp asa
ivar aasen ,2018,0.620534,912731073,aker bp asa
ivar aasen ,2019,3.80722,912731073,aker bp asa
ivar aasen ,2020,2.773234,912731073,aker bp asa
ivar aasen ,2021,5.319691,912731073,aker bp asa
ivar aasen ,2022,3.219183,912731073,aker bp asa
ivar aasen ,2023,1.053434,912731073,aker bp asa
bøyla ,2014,0.00087,912726444,aker bp asa
bøyla ,2015,9e-05,912726444,aker bp asa
bøyla ,2018,0.022861,912726444,aker bp asa
bøyla ,2019,0.066121,912726444,aker bp asa
johan sverdrup ,2016,0.008433,814797872,equinor energy as
johan sverdrup ,2017,0.006154,814797872,equinor energy as
johan sverdrup ,2018,0.01914,814797872,equinor energy as
johan sverdrup ,2019,0.016168,814797872,equinor energy as
johan sverdrup ,2020,0.065669,814797872,equinor energy as
johan sverdrup ,2021,0.105447,814797872,equinor energy as
johan sverdrup ,2022,0.135082,814797872,equinor energy as
johan sverdrup ,2023,1.977453,814797872,equinor energy as
maria ,2017,0.104992,915156207,wintershall dea norge as
maria ,2018,0.008731,915156207,wintershall dea norge as
maria ,2019,0.000187,915156207,wintershall dea norge as
maria ,2020,0.061184,915156207,wintershall dea norge as
aasta hansteen ,2017,0.005524,912731456,equinor energy as
aasta hansteen ,2018,0.183095,912731456,equinor energy as
aasta hansteen ,2019,0.771865,912731456,equinor energy as
aasta hansteen ,2020,1.465783,912731456,equinor energy as
aasta hansteen ,2021,0.397254,912731456,equinor energy as
aasta hansteen ,2022,0.42155,912731456,equinor energy as
