field,year,yearly_water_emissions_m3,org_number,yearly_subsea_water_emissions,operator
embla ,2016,876.0,872450912,,conocophillips skandinavia as
embla ,2017,876.0,872450912,,conocophillips skandinavia as
embla ,2018,876.0,872450912,,conocophillips skandinavia as
embla ,2019,876.0,872450912,,conocophillips skandinavia as
embla ,2020,1489.86,872450912,,conocophillips skandinavia as
embla ,2021,792.0,872450912,,conocophillips skandinavia as
embla ,2022,888.0,872450912,,conocophillips skandinavia as
embla ,2023,1092.0,872450912,,conocophillips skandinavia as
tor ,1997,445105.0,872450912,,conocophillips skandinavia as
tor ,1998,317195.0,872450912,,conocophillips skandinavia as
tor ,1999,357461.0,872450912,,conocophillips skandinavia as
tor ,2000,398007.0,872450912,,conocophillips skandinavia as
tor ,2001,401629.0,872450912,,conocophillips skandinavia as
tor ,2002,380697.0,872450912,,conocophillips skandinavia as
tor ,2003,319136.4048,872450912,,conocophillips skandinavia as
tor ,2004,180373.48876,872450912,,conocophillips skandinavia as
tor ,2005,40473.0248,872450912,,conocophillips skandinavia as
tor ,2006,45700.9148,872450912,,conocophillips skandinavia as
tor ,2007,190863.4048,872450912,,conocophillips skandinavia as
tor ,2008,394081.82947,872450912,,conocophillips skandinavia as
tor ,2009,380350.4748,872450912,,conocophillips skandinavia as
tor ,2010,230516.8248,872450912,,conocophillips skandinavia as
tor ,2011,269208.3748,872450912,,conocophillips skandinavia as
tor ,2012,159086.01091,872450912,,conocophillips skandinavia as
tor ,2013,210143.17015,872450912,,conocophillips skandinavia as
tor ,2014,210618.73505,872450912,,conocophillips skandinavia as
tor ,2015,173994.77563,872450912,,conocophillips skandinavia as
tor ,2016,2196.0,872450912,,conocophillips skandinavia as
tor ,2017,2196.0,872450912,,conocophillips skandinavia as
tor ,2018,2196.0,872450912,,conocophillips skandinavia as
tor ,2019,2256.0,872450912,,conocophillips skandinavia as
tor ,2020,6478.79455,872450912,1269.4,conocophillips skandinavia as
tor ,2021,3420.08803,872450912,588.458359,conocophillips skandinavia as
tor ,2022,2388.0,872450912,1136.6,conocophillips skandinavia as
tor ,2023,2364.0,872450912,,conocophillips skandinavia as
sleipner øst ,1997,161145.0,993246646,,equinor energy as
sleipner øst ,1998,111799.0,993246646,,equinor energy as
sleipner øst ,2000,102449.0,993246646,,equinor energy as
sleipner øst ,2002,130371.0,993246646,,equinor energy as
sleipner øst ,2003,121512.0,993246646,,equinor energy as
sleipner øst ,2004,152163.0,993246646,,equinor energy as
sleipner øst ,2005,251956.0,993246646,,equinor energy as
sleipner øst ,2006,414066.0,993246646,,equinor energy as
sleipner øst ,2007,467956.2,993246646,,equinor energy as
sleipner øst ,2008,447928.7931,993246646,,equinor energy as
sleipner øst ,2009,210799.6824,993246646,80378.43552,equinor energy as
sleipner øst ,2010,68100.70503,993246646,214061.62802,equinor energy as
sleipner øst ,2011,75982.56114,993246646,258442.83498,equinor energy as
sleipner øst ,2012,83946.06543,993246646,226030.31832,equinor energy as
sleipner øst ,2013,90197.56856,993246646,181948.11603,equinor energy as
sleipner øst ,2014,85500.341783,993246646,151208.89948,equinor energy as
sleipner øst ,2015,50030.480299,993246646,169737.666926,equinor energy as
sleipner øst ,2016,77112.751056,993246646,135603.91214,equinor energy as
sleipner øst ,2017,44925.543,993246646,78766.088625,equinor energy as
sleipner øst ,2018,28985.952301,993246646,74905.331345,equinor energy as
sleipner øst ,2019,76386.326328,993246646,87904.396928,equinor energy as
sleipner øst ,2020,70290.211429,993246646,98710.150036,equinor energy as
sleipner øst ,2021,51309.711813,993246646,89925.114136,equinor energy as
sleipner øst ,2022,54070.913859,993246646,96211.362552,equinor energy as
sleipner øst ,2023,48732.432242,993246646,117425.449285,equinor energy as
sigyn ,2012,1740.0,812723502,113578.000002,equinor energy as
sigyn ,2016,60.0,812723502,,equinor energy as
sigyn ,2021,786.8,812723502,,equinor energy as
snøhvit ,2004,332.0,912732207,,equinor energy as
snøhvit ,2005,2258.4,912732207,,equinor energy as
snøhvit ,2006,1430.922,912732207,,equinor energy as
snøhvit ,2013,334.0,912732207,,equinor energy as
snøhvit ,2014,365.0,912732207,,equinor energy as
snøhvit ,2015,18645.0,912732207,,equinor energy as
snøhvit ,2016,23437.3,912732207,,equinor energy as
snøhvit ,2017,22830.17,912732207,,equinor energy as
snøhvit ,2018,34507.14,912732207,,equinor energy as
snøhvit ,2019,32663.19,912732207,,equinor energy as
snøhvit ,2020,22885.472376,912732207,,equinor energy as
snøhvit ,2022,15736.4061,912732207,,equinor energy as
snøhvit ,2023,27169.79,912732207,,equinor energy as
gudrun ,2012,466.5,912732711,,equinor energy as
gudrun ,2013,2483.0,912732711,,equinor energy as
gudrun ,2014,8163.039428,912732711,,equinor energy as
gudrun ,2015,38819.043184,912732711,,equinor energy as
gudrun ,2016,90126.351714,912732711,,equinor energy as
gudrun ,2017,242578.935023,912732711,,equinor energy as
gudrun ,2018,281674.488432,912732711,,equinor energy as
gudrun ,2019,321023.768229,912732711,,equinor energy as
gudrun ,2020,242370.765076,912732711,,equinor energy as
gudrun ,2021,109590.413158,912732711,,equinor energy as
gudrun ,2022,697591.068956,912732711,,equinor energy as
gudrun ,2023,667019.674879,912732711,,equinor energy as
brynhild ,2014,2208.499999,912729761,,aker bp asa
brynhild ,2015,877.999999,912729761,,aker bp asa
brynhild ,2020,1975.0,912729761,,aker bp asa
jette ,2012,5152.0,988303380,,aker bp asa
jette ,2019,1085.2,988303380,,aker bp asa
valemon ,2012,2290.0,912732630,,equinor energy as
valemon ,2013,1584.0,912732630,1631.5,equinor energy as
valemon ,2014,3478.82,912732630,637.1,equinor energy as
valemon ,2015,3354.2,912732630,33778.52145,equinor energy as
valemon ,2016,3327.07,912732630,112511.56277,equinor energy as
valemon ,2017,4427.16,912732630,81886.509752,equinor energy as
valemon ,2018,675.57,912732630,106063.094894,equinor energy as
valemon ,2019,,912732630,110912.252576,equinor energy as
valemon ,2020,,912732630,72478.006548,equinor energy as
valemon ,2021,1756.4,912732630,56442.351237,equinor energy as
valemon ,2022,6094.3,912732630,52107.691659,equinor energy as
valemon ,2023,990.07,912732630,45164.94843,equinor energy as
atla ,2012,12.0,912726703,,totalenergies ep norge as
skuld ,2012,3719.23,893246592,,equinor energy as
skuld ,2013,3455.37,893246592,,equinor energy as
skuld ,2014,2123.2,893246592,,equinor energy as
skuld ,2016,1367.0,893246592,,equinor energy as
skuld ,2022,40.0,893246592,,equinor energy as
svalin ,2023,874.7,993246298,,equinor energy as
ormen lange ,2005,989.0,890286852,,a/s norske shell
ormen lange ,2007,500.0,890286852,,a/s norske shell
ormen lange ,2008,3316.0,890286852,,a/s norske shell
ormen lange ,2009,3380.503,890286852,,a/s norske shell
ormen lange ,2010,6492.033,890286852,,a/s norske shell
ormen lange ,2011,4798.999,890286852,,a/s norske shell
ormen lange ,2012,147.1,890286852,,a/s norske shell
ormen lange ,2013,2532.44,890286852,,a/s norske shell
ormen lange ,2014,22.0,890286852,,a/s norske shell
ormen lange ,2015,6887.8,890286852,,a/s norske shell
ormen lange ,2022,12585.2,890286852,,a/s norske shell
martin linge ,2013,68.0,912726606,,equinor energy as
martin linge ,2014,1710.0,912726606,,equinor energy as
martin linge ,2015,9757.75,912726606,,equinor energy as
martin linge ,2016,7398.6,912726606,,equinor energy as
martin linge ,2017,6585.4,912726606,,equinor energy as
martin linge ,2018,3647.0,912726606,,equinor energy as
martin linge ,2019,2778.5,912726606,,equinor energy as
martin linge ,2020,2845.4,912726606,,equinor energy as
martin linge ,2021,92090.271358,912726606,,equinor energy as
martin linge ,2022,237945.92891,912726606,968621.53341,equinor energy as
martin linge ,2023,370115.62516,912726606,1504723.96392,equinor energy as
edvard grieg ,2014,61.6,912729842,,aker bp asa
edvard grieg ,2015,6247.125785,912729842,,aker bp asa
edvard grieg ,2016,13004.045902,912729842,9688.706,aker bp asa
edvard grieg ,2017,13851.281339,912729842,45145.483727,aker bp asa
edvard grieg ,2018,7424.565045,912729842,6295453.357131,aker bp asa
edvard grieg ,2019,8320.087808,912729842,122259.787951,aker bp asa
edvard grieg ,2020,8405.67184,912729842,247861.869773,aker bp asa
edvard grieg ,2021,14846.532505,912729842,849678.249369,aker bp asa
edvard grieg ,2022,26864.207945,912729842,1907564.16729,aker bp asa
edvard grieg ,2023,187710.040854,912729842,2937794.275572,aker bp asa
gina krog ,2015,3695.0,914470943,,equinor energy as
gina krog ,2016,8451.6,914470943,,equinor energy as
gina krog ,2017,7189.30321,914470943,,equinor energy as
gina krog ,2018,23101.05706,914470943,,equinor energy as
gina krog ,2019,24438.51,914470943,,equinor energy as
gina krog ,2020,28274.87,914470943,,equinor energy as
gina krog ,2021,29325.23,914470943,,equinor energy as
gina krog ,2022,33908.28,914470943,,equinor energy as
gina krog ,2023,33912.91,914470943,,equinor energy as
ivar aasen ,2015,3200.268292,912731073,,aker bp asa
ivar aasen ,2016,3591.731707,912731073,,aker bp asa
ivar aasen ,2017,4469.0,912731073,85961,aker bp asa
ivar aasen ,2018,827167.963893,912731073,5504126.839256,aker bp asa
ivar aasen ,2019,174936.121,912731073,1293013.665,aker bp asa
ivar aasen ,2020,130681.505,912731073,2801429.375,aker bp asa
ivar aasen ,2021,570255.184,912731073,2835166.623,aker bp asa
ivar aasen ,2022,356021.529,912731073,3173829.728,aker bp asa
ivar aasen ,2023,127501.616,912731073,2984905.281,aker bp asa
bøyla ,2014,58.0,912726444,,aker bp asa
bøyla ,2015,6.0,912726444,,aker bp asa
bøyla ,2018,1080.068181,912726444,,aker bp asa
bøyla ,2019,5071.0,912726444,,aker bp asa
johan sverdrup ,2016,6198.5,814797872,,equinor energy as
johan sverdrup ,2017,7150.7,814797872,,equinor energy as
johan sverdrup ,2018,5113.3,814797872,,equinor energy as
johan sverdrup ,2019,11595.0,814797872,,equinor energy as
johan sverdrup ,2020,20338.0,814797872,,equinor energy as
johan sverdrup ,2021,20569.0,814797872,,equinor energy as
johan sverdrup ,2022,24193.34,814797872,,equinor energy as
johan sverdrup ,2023,104287.862219,814797872,3206039.12052,equinor energy as
maria ,2017,8773.5985,915156207,,wintershall dea norge as
maria ,2018,2106.625,915156207,,wintershall dea norge as
maria ,2019,25.0,915156207,,wintershall dea norge as
maria ,2020,8017.4,915156207,,wintershall dea norge as
aasta hansteen ,2017,380.0,912731456,,equinor energy as
aasta hansteen ,2018,8498.23606,912731456,,equinor energy as
aasta hansteen ,2019,19591.5,912731456,,equinor energy as
aasta hansteen ,2020,30992.76825,912731456,,equinor energy as
aasta hansteen ,2021,24960.228401,912731456,,equinor energy as
aasta hansteen ,2022,25951.940863,912731456,,equinor energy as
draugen ,1997,8080772.0,921788932,,okea asa
draugen ,1998,9728878.0,921788932,,okea asa
draugen ,1999,6953189.0,921788932,,okea asa
draugen ,2000,8649475.0,921788932,,okea asa
draugen ,2001,9072131.0,921788932,,okea asa
draugen ,2002,8756652.0,921788932,,okea asa
draugen ,2003,8352677.4,921788932,,okea asa
draugen ,2004,11001470.4,921788932,325386,okea asa
draugen ,2005,9228642.0,921788932,2097858,okea asa
draugen ,2006,9924762.3,921788932,,okea asa
draugen ,2007,10624773.2,921788932,,okea asa
draugen ,2008,10719372.05,921788932,,okea asa
draugen ,2009,11651690.3,921788932,,okea asa
draugen ,2010,10083243.0,921788932,,okea asa
draugen ,2011,10717663.5,921788932,,okea asa
draugen ,2012,11786469.9,921788932,190351,okea asa
draugen ,2013,9746104.8442,921788932,175359,okea asa
draugen ,2014,8630596.08,921788932,2494115,okea asa
draugen ,2015,8605877.93,921788932,4267872,okea asa
draugen ,2016,6183715.45,921788932,4807259,okea asa
draugen ,2017,6279765.2,921788932,6279803,okea asa
draugen ,2018,5554490.0,921788932,5306291,okea asa
draugen ,2019,7246763.12,921788932,5351125,okea asa
draugen ,2020,7917725.1654,921788932,5503901,okea asa
draugen ,2021,7206575.428402,921788932,5822374.6,okea asa
draugen ,2022,6382089.726194,921788932,6703613.211789,okea asa
draugen ,2023,7415500.724633,921788932,5211954.7495,okea asa
visund ,1999,386967.0,893246932,,equinor energy as
visund ,2000,561512.0,893246932,,equinor energy as
visund ,2001,1076738.0,893246932,,equinor energy as
visund ,2002,504783.0,893246932,130628,equinor energy as
visund ,2003,632975.0,893246932,359238,equinor energy as
visund ,2004,455054.0,893246932,1004217,equinor energy as
visund ,2005,127697.0,893246932,159859,equinor energy as
visund ,2006,49413.0,893246932,535330,equinor energy as
visund ,2007,94758.0,893246932,718651,equinor energy as
visund ,2008,30434.0,893246932,320543,equinor energy as
visund ,2009,80001.803,893246932,442297,equinor energy as
visund ,2010,107916.0,893246932,1279728,equinor energy as
visund ,2011,170393.0,893246932,35876,equinor energy as
visund ,2012,143617.0,893246932,283825,equinor energy as
visund ,2013,207456.91032,893246932,283760.65772,equinor energy as
visund ,2014,323099.7721,893246932,945957.66666,equinor energy as
visund ,2015,418661.28898,893246932,736094.61402,equinor energy as
visund ,2016,958795.75,893246932,467447.42264,equinor energy as
visund ,2017,800950.1709,893246932,607949.1931,equinor energy as
visund ,2018,900270.0416,893246932,862367.79122,equinor energy as
visund ,2019,714603.64651,893246932,986116.65029,equinor energy as
visund ,2020,516731.50776,893246932,938416.57135,equinor energy as
visund ,2021,667244.298963,893246932,1174976.7031,equinor energy as
visund ,2022,191445.48334,893246932,1182328.94706,equinor energy as
visund ,2023,248909.05689,893246932,1132764.99596,equinor energy as
statfjord ,1997,76563180.0,993246794,,equinor energy as
statfjord ,1998,79072763.0,993246794,,equinor energy as
statfjord ,1999,74288979.0,993246794,,equinor energy as
statfjord ,2000,73993530.0,993246794,560788,equinor energy as
statfjord ,2001,76837499.0,993246794,992291,equinor energy as
statfjord ,2002,74866558.0,993246794,645929,equinor energy as
statfjord ,2003,78178048.0,993246794,1758925,equinor energy as
statfjord ,2004,72494298.8,993246794,1955373,equinor energy as
varg ,2004,370359.0,893258272,,repsol norge as
varg ,2005,333560.50026,893258272,,repsol norge as
varg ,2006,881098.998301,893258272,,repsol norge as
varg ,2007,1693270.601298,893258272,,repsol norge as
varg ,2008,1379782.598209,893258272,,repsol norge as
varg ,2009,1038506.799,893258272,,repsol norge as
varg ,2010,701152.3,893258272,,repsol norge as
varg ,2011,506993.5,893258272,,repsol norge as
varg ,2012,1006289.498684,893258272,,repsol norge as
varg ,2013,948145.400595,893258272,,repsol norge as
varg ,2014,1369225.60056,893258272,,repsol norge as
varg ,2015,1216768.697503,893258272,,repsol norge as
varg ,2016,406135.799476,893258272,,repsol norge as
varg ,2017,4048.2,893258272,,repsol norge as
varg ,2018,23.5,893258272,,repsol norge as
kvitebjørn ,2003,2597.0,993246557,,equinor energy as
kvitebjørn ,2004,801.0,993246557,25835.465992,equinor energy as
kvitebjørn ,2005,,993246557,76089.770232,equinor energy as
kvitebjørn ,2006,,993246557,107948.336792,equinor energy as
kvitebjørn ,2007,,993246557,17580.22887,equinor energy as
kvitebjørn ,2008,,993246557,59256,equinor energy as
kvitebjørn ,2009,,993246557,167873,equinor energy as
kvitebjørn ,2010,,993246557,217037,equinor energy as
kvitebjørn ,2011,,993246557,198856,equinor energy as
kvitebjørn ,2012,,993246557,131179,equinor energy as
kvitebjørn ,2013,,993246557,172532.24,equinor energy as
kvitebjørn ,2014,,993246557,31594.479583,equinor energy as
kvitebjørn ,2015,,993246557,218283.581885,equinor energy as
kvitebjørn ,2016,,993246557,208413.174536,equinor energy as
kvitebjørn ,2017,,993246557,198522.462293,equinor energy as
kvitebjørn ,2018,,993246557,217312.716348,equinor energy as
kvitebjørn ,2019,,993246557,250113.696721,equinor energy as
kvitebjørn ,2020,,993246557,197216.78701,equinor energy as
kvitebjørn ,2021,,993246557,195586.338801,equinor energy as
kvitebjørn ,2022,,993246557,169942.168926,equinor energy as
kvitebjørn ,2023,,993246557,154135.015406,equinor energy as
gjøa ,2010,375.0,997004523,,vår energi norge as
gjøa ,2011,115243.39,997004523,,vår energi norge as
gjøa ,2012,144065.5,997004523,,vår energi norge as
gjøa ,2013,231739.5,997004523,,vår energi norge as
gjøa ,2014,329205.2,997004523,,vår energi norge as
gjøa ,2015,516672.10845,997004523,,vår energi norge as
gjøa ,2016,775534.15593,997004523,,vår energi norge as
gjøa ,2017,845648.64884,997004523,,vår energi norge as
gjøa ,2018,815148.88093,997004523,,vår energi norge as
gjøa ,2019,908529.57415,997004523,,vår energi norge as
gjøa ,2020,803112.03732,997004523,,vår energi norge as
gjøa ,2021,306115.53622,997004523,,vår energi norge as
gjøa ,2022,111378.32252,997004523,,vår energi norge as
gjøa ,2023,469955.93668,997004523,,vår energi norge as
grane ,2003,50110.0,993246298,126309,equinor energy as
grane ,2004,151518.0,993246298,2723363,equinor energy as
grane ,2005,288067.0,993246298,4402627,equinor energy as
grane ,2006,128182.0,993246298,4456630,equinor energy as
grane ,2007,25712.0,993246298,3364555,equinor energy as
grane ,2008,255510.0,993246298,2988917,equinor energy as
grane ,2009,22578.0,993246298,2648553,equinor energy as
grane ,2010,635714.0,993246298,1614795,equinor energy as
grane ,2011,564845.0,993246298,2543078,equinor energy as
grane ,2012,106171.0,993246298,3509160,equinor energy as
grane ,2013,67114.0,993246298,4497826,equinor energy as
grane ,2014,61542.49283,993246298,4083750.327868,equinor energy as
grane ,2015,1206186.49,993246298,3778255.488208,equinor energy as
grane ,2016,3355469.77,993246298,3122132.4,equinor energy as
grane ,2017,4240509.84,993246298,3026988.06,equinor energy as
grane ,2018,3331427.37,993246298,2979487.58,equinor energy as
grane ,2019,2759316.42,993246298,3046776.41,equinor energy as
grane ,2020,2245254.67,993246298,3120607.98,equinor energy as
grane ,2021,1722468.6,993246298,3013321.56,equinor energy as
grane ,2022,1896859.0,993246298,2235043.7,equinor energy as
grane ,2023,2161262.82,993246298,2770666.43,equinor energy as
norne ,1997,343.0,893246592,,equinor energy as
norne ,1998,68208.0,893246592,,equinor energy as
norne ,1999,280113.0,893246592,,equinor energy as
norne ,2000,157579.0,893246592,,equinor energy as
norne ,2001,400716.0,893246592,34431,equinor energy as
norne ,2002,973747.0,893246592,56432,equinor energy as
norne ,2003,1799956.0,893246592,32117,equinor energy as
norne ,2004,2378489.0,893246592,79572,equinor energy as
norne ,2005,4905510.2,893246592,48917,equinor energy as
norne ,2006,5748962.8,893246592,54883,equinor energy as
norne ,2007,6180772.187,893246592,167791,equinor energy as
norne ,2008,6630446.9469,893246592,310459.14052,equinor energy as
norne ,2009,6631898.0505,893246592,332707.01946,equinor energy as
norne ,2010,6982915.6303,893246592,224558.16266,equinor energy as
norne ,2011,8549488.2363,893246592,145373.69989,equinor energy as
norne ,2012,6663552.9457,893246592,163922.16015,equinor energy as
norne ,2013,6124600.82,893246592,191916.8,equinor energy as
norne ,2014,8808367.25,893246592,39377.14,equinor energy as
norne ,2015,9119882.070859,893246592,46773.824568,equinor energy as
norne ,2016,6775384.975569,893246592,17923.759233,equinor energy as
norne ,2017,8539204.930218,893246592,11769.084322,equinor energy as
norne ,2018,8669465.427949,893246592,7008.655812,equinor energy as
norne ,2019,6981097.099814,893246592,442.486471,equinor energy as
norne ,2020,7416002.08833,893246592,4030,equinor energy as
norne ,2021,6469739.294624,893246592,53667.192576,equinor energy as
norne ,2022,6544503.775986,893246592,31741.299752,equinor energy as
norne ,2023,3992078.105835,893246592,26234,equinor energy as
veslefrikk ,1997,2782760.0,993246905,,equinor energy as
veslefrikk ,1998,2960666.0,993246905,,equinor energy as
veslefrikk ,1999,1758480.0,993246905,,equinor energy as
veslefrikk ,2000,3132989.0,993246905,,equinor energy as
veslefrikk ,2001,3886458.0,993246905,,equinor energy as
veslefrikk ,2002,4745209.0,993246905,,equinor energy as
veslefrikk ,2003,4661428.73,993246905,,equinor energy as
veslefrikk ,2004,5516567.0,993246905,,equinor energy as
veslefrikk ,2005,4751624.0,993246905,,equinor energy as
veslefrikk ,2006,5254424.0,993246905,,equinor energy as
veslefrikk ,2007,5710191.0,993246905,,equinor energy as
veslefrikk ,2008,4961515.0,993246905,,equinor energy as
veslefrikk ,2009,5597623.0,993246905,,equinor energy as
veslefrikk ,2010,6650576.0,993246905,,equinor energy as
veslefrikk ,2011,5280004.0,993246905,,equinor energy as
veslefrikk ,2012,5186547.0,993246905,,equinor energy as
veslefrikk ,2013,3756416.0,993246905,,equinor energy as
veslefrikk ,2014,3717489.0,993246905,,equinor energy as
veslefrikk ,2015,4382152.0,993246905,,equinor energy as
veslefrikk ,2016,4841098.0,993246905,,equinor energy as
veslefrikk ,2017,3900703.0,993246905,,equinor energy as
veslefrikk ,2018,3194533.69049,993246905,,equinor energy as
veslefrikk ,2019,2655781.815506,993246905,,equinor energy as
veslefrikk ,2020,2737329.561118,993246905,,equinor energy as
veslefrikk ,2021,1612941.913047,993246905,,equinor energy as
veslefrikk ,2022,45949.858142,993246905,,equinor energy as
volve ,2007,1644.49,993246875,,equinor energy as
volve ,2008,407519.95147,993246875,2417769.99149,equinor energy as
volve ,2009,261309.21675,993246875,4392197.6152,equinor energy as
volve ,2010,76908.31861,993246875,4569394.4024,equinor energy as
volve ,2011,78509.7732,993246875,3442446.4979,equinor energy as
volve ,2012,297453.53321,993246875,2975214.10629,equinor energy as
